C000001_en_000	Armed forces occupations
C001538_en_006	3D printing operator
C001538_en_007	3D printing prototyping technician
C001538_en_008	3D printing repairer
C001538_en_009	3D printing repairman
C001538_en_010	print service technician
C001538_en_011	printer repairer
C001538_en_012	printer repairman
C001538_en_013	printer technician
C001538_en_014	printing field service technician
C001538_en_015	printing machine technician
C001538_en_016	prototyping technician
C001539_en_000	boom operator
C001539_en_001	TV boom operator
C001539_en_002	boom holder
C001539_en_003	film boom operator
C001539_en_004	production sound mixer assistant
C001539_en_005	shotgun microphone operator
C001539_en_006	shotgun operator
C001539_en_007	sound equipment technician
C001540_en_000	early years teaching assistant
C001540_en_001	assistant in early years education
C001540_en_002	assistant in early years teaching
C001540_en_003	early childhood teaching aide
C001540_en_004	early childhood teaching assistant
C001540_en_005	early years TA
C001540_en_006	early years education assistant
C001540_en_007	kindergarten teaching assistant
C001540_en_008	nursery teaching aide
C001540_en_009	nursery teaching assistant
C001540_en_010	preschool teaching aide
C001540_en_011	preschool teaching assistant
C001540_en_012	reception teaching assistant
C001541_en_000	electronics engineer
C001541_en_001	electro engineer
C001541_en_002	electronic engineer
C001541_en_003	electronic technology engineer
C001541_en_004	electronic technology engineering adviser
C001541_en_005	electronic technology engineering consultant
C001541_en_006	electronic technology engineering expert
C001541_en_007	electronic technology engineering specialist
C001541_en_008	electronics engineering adviser
C001541_en_009	electronics engineering consultant
C001541_en_010	electronics engineering expert
C001541_en_011	electronics engineering specialist
C001542_en_000	production designer
C001542_en_001	TV production designer
C001542_en_002	animation production designer
C001542_en_003	art department lead
C001542_en_004	art department manager
C001542_en_005	art department supervisor
C001542_en_006	film production designer
C001542_en_007	production design manager
C001542_en_008	television production designer
C001543_en_000	agricultural engineer
C001543_en_001	agricultural consultant engineer
C001543_en_002	agricultural engineering adviser
C001543_en_003	agricultural engineering consultant
C001543_en_004	agricultural engineering expert
C001543_en_005	agricultural engineering specialist
C001543_en_006	agricultural landscape engineer
C001543_en_007	agricultural technology engineer
C001543_en_008	agricultural technology engineering adviser
C001543_en_009	agricultural technology engineering consultant
C001543_en_010	agricultural technology engineering expert
C001543_en_011	agricultural technology engineering specialist
C001543_en_012	agriculture engineer
C001544_en_000	beauty vocational teacher
C001544_en_001	beauty educator
C001544_en_002	beauty instructor
C001544_en_003	beauty teacher
C001544_en_004	cosmetology teacher
C001544_en_005	cosmetology vocational teacher
C001544_en_006	educator in beauty
C001544_en_007	educator in hair and beauty
C001544_en_008	hair and beauty educator
C001544_en_009	hair and beauty instructor
C001544_en_010	hair and beauty teacher
C001544_en_011	vocational beauty teacher
C001544_en_012	vocational cosmetology teacher
C001544_en_013	vocational hair and beauty teacher
C001545_en_000	social security officer
C001545_en_001	benefits officer
C001545_en_002	civil servant
C001545_en_003	employment advisor
C001545_en_004	government administrative officer
C001545_en_005	healthcare insurance adviser
C001545_en_006	invalidity adviser
C001545_en_007	social security adviser
C001545_en_008	social security claims officer
C001546_en_000	residential childcare worker
C001546_en_001	childcare worker
C001546_en_002	children's home worker
C001546_en_003	children's support worker
C001546_en_004	residential care worker
C001546_en_005	residential home children care worker
C001546_en_006	special needs support worker
C001547_en_000	aviation ground systems engineer
C001547_en_001	airport ground systems engineer
C001547_en_002	airport ground systems technician
C001547_en_003	aviation ground systems technician
C001547_en_004	engineer of aviation ground systems
C001548_en_000	computer and accessories specialised seller
C001548_en_001	ICT salesperson
C001548_en_002	ICT specialised seller
C001548_en_003	IT salesperson
C001548_en_004	IT specialised seller
C001548_en_005	computer and accessories salesperson
C001548_en_006	computer and peripheral units salesperson
C001548_en_007	computer and peripheral units specialised seller
C001548_en_008	computer hardware salesperson
C001548_en_009	computer hardware specialised seller
C001548_en_010	computer salesperson
C001548_en_011	computer specialised seller
C001548_en_012	consumer electronics salesperson
C001548_en_013	consumer electronics specialised seller
C001549_en_000	assistant outdoor animator
C001549_en_001	assistant open-air activities instructor
C001549_en_002	assistant open-air activities teacher
C001549_en_003	assistant outdoor activities teacher
C001549_en_004	junior instructor
C001549_en_005	outdoor activities assistant instructor
C001549_en_006	outdoor activities facilitator
C001549_en_007	outdoor adventures facilitator
C001550_en_000	barber
C001550_en_001	haircutter
C001551_en_000	packing machinery engineer
C001551_en_001	machine packaging engineer
C001551_en_002	machine packaging inspector
C001551_en_003	machine packaging supervisor
C001551_en_004	machine packaging technician
C001551_en_005	machine packing engineer
C001551_en_006	machine packing inspector
C001551_en_007	machine-packing engineer
C001551_en_008	machine-packing engineering inspector
C001551_en_009	mechanical packaging engineer
C001551_en_010	mechanical packing engineer
C001551_en_011	packaging engineer
C001551_en_012	packaging machine engineer
C001551_en_013	packaging machinery engineer
C001551_en_014	packing machine engineer
C001551_en_015	packing machinery engineering adviser
C001551_en_016	packing machinery engineering consultant
C001551_en_017	packing machinery engineering expert
C001551_en_018	packing machinery engineering specialist
C001551_en_019	packing machinery inspector
C001552_en_000	big data archive librarian
C001552_en_001	archive librarian
C001552_en_002	computer tape librarian
C001552_en_003	digital archivists
C001552_en_004	digital documentation archivist
C001552_en_005	documentation archivist
C001553_en_000	budget analyst
C001553_en_001	budget accountant
C001553_en_002	budget and policy analyst
C001553_en_003	budget officer
C001553_en_004	cost and planning analyst
C001554_en_000	rental service representative in water transport equipment
C001554_en_001	rental advisor in water transport equipment
C001554_en_002	rental sales assistant in water transport equipment
C001554_en_003	rental sales desk agent in water transport equipment
C001554_en_004	rental sales desk clerk in water transport equipment
C001554_en_005	rental sales desk supervisor in water transport equipment
C001554_en_006	rental sales manager in water transport equipment
C001554_en_007	rental sales supervisor in water transport equipment
C001554_en_008	rental sales team leader in water transport equipment
C001554_en_009	rental sales worker in water transport equipment
C001554_en_010	rental service assistant in water transport equipment
C001554_en_011	rental service desk agent in water transport equipment
C001554_en_012	rental service desk clerk in water transport equipment
C001554_en_013	rental service desk supervisor in water transport equipment
C001554_en_014	rental service manager in water transport equipment
C001554_en_015	rental service supervisor in water transport equipment
C001554_en_016	rental service team leader in water transport equipment
C001554_en_017	rental service worker in water transport equipment
C001554_en_018	rental specialist in water transport equipment
C001555_en_000	architecture lecturer
C001555_en_001	architecture docent
C001555_en_002	architecture instructor
C001555_en_003	architecture lector
C001555_en_004	architecture professor
C001555_en_005	architecture teacher
C001555_en_006	instructor in architecture
C001555_en_007	lecturer in architectural studies
C001555_en_008	lecturer in architecture
C001555_en_009	lecturer of architecture
C001555_en_010	professor of architectural studies
C001555_en_011	professor of architecture
C001555_en_012	university architectural studies lecturer
C001555_en_013	university architecture lecturer
C001555_en_014	university lecturer in architectural studies
C001555_en_015	university lecturer in architecture
C001556_en_000	road operations manager
C001556_en_001	passenger transport operations manager
C001556_en_002	road freight operations coordinator
C001556_en_003	road freight operations manager
C001556_en_004	road freight operations supervisor
C001556_en_005	road operations coordinator
C001556_en_006	road operations superintendent
C001556_en_007	road operations supervisor
C001556_en_008	road transport manager
C001557_en_000	travel and tourism vocational teacher
C001557_en_001	instructor in travel and tourism
C001557_en_002	trainer in travel and tourism
C001557_en_003	travel and tourism instructor
C001557_en_004	travel and tourism teacher
C001557_en_005	travel and tourism trainer
C001557_en_006	travel and tourism vocational instructor
C001557_en_007	vocational instructor in travel and tourism
C001557_en_008	vocational teacher in travel and tourism
