C000001_hr_000	Vojna zanimanja
C000854_hr_006	rukovoditeljica pogonskoga sustava
C000854_hr_007	uklopničar
C000854_hr_008	uklopničarka
C000855_hr_000	zaštitar/zaštitarka u prometnoj ophodnji na pješačkome prijelazu
C000855_hr_001	zaštitar u prometnoj ophodnji na pješačkome prijelazu
C000855_hr_002	zaštitarka u prometnoj ophodnji na pješačkome prijelazu
C000856_hr_000	puškar/puškarica
C000856_hr_001	puškar
C000856_hr_002	puškarica
C000857_hr_000	skretničar/skretničarka
C000857_hr_001	skretničar
C000857_hr_002	skretničarka
C000857_hr_003	željeznička skretničarka
C000857_hr_004	željeznički skretničar
C000858_hr_000	analitičar/analitičarka poslovne ekonomije
C000858_hr_001	analitičar poslovne ekonomije
C000858_hr_002	analitičarka poslovne ekonomije
C000859_hr_000	voditelj/voditeljica društveno odgovornog poslovanja
C000859_hr_001	direktor društveno odgovornog poslovanja
C000859_hr_002	direktor korporativne društvene odgovornosti
C000859_hr_003	direktorica društveno odgovornog poslovanja
C000859_hr_004	direktorica korporativne društvene odgovornosti
C000859_hr_005	voditelj društveno odgovornog poslovanja
C000859_hr_006	voditeljica društveno odgovornog poslovanja
C000860_hr_000	hidrotehničar/hidrotehničarka
C000860_hr_001	hidrotehničar
C000860_hr_002	hidrotehničarka
C000861_hr_000	terenski radnik/terenska radnica u političkoj kampanji
C000861_hr_001	stranačka volonterka u predizbornoj kampanji
C000861_hr_002	stranački volonter u predizbornoj kampanji
C000861_hr_003	terenska radnica u političkoj kampanji
C000861_hr_004	terenski radnik u političkoj kampanji
C000862_hr_000	specijalist /specijalistica za online zajednice
C000862_hr_001	specijalist online zajednica
C000862_hr_002	specijalist za online zajednice
C000862_hr_003	specijalistica online zajednica
C000862_hr_004	specijalistica za online zajednice
C000862_hr_005	stručnjak za online zajednice
C000862_hr_006	stručnjak za web zajednice
C000862_hr_007	stručnjakinja za online zajednice
C000862_hr_008	stručnjakinja za web zajednice
C000863_hr_000	djelatnik/djelatnica za zdravstvenu i socijalnu skrb u kući
C000863_hr_001	djelatnica za zdravstvenu i socijalnu skrb u kući
C000863_hr_002	djelatnik za zdravstvenu i socijalnu skrb u kući
C000863_hr_003	njegovatelj bolesnika u kući
C000863_hr_004	njegovatelj osoba s teškoćama u razvoju
C000863_hr_005	njegovatelj starijih i nemoćnih osoba
C000863_hr_006	njegovatelj u kući
C000863_hr_007	njegovatelj za osobnu njegu
C000863_hr_008	njegovateljica bolesnika u kući
C000863_hr_009	njegovateljica osoba s teškoćama u razvoju
C000863_hr_010	njegovateljica starijih i nemoćnih osoba
C000863_hr_011	njegovateljica u kući
C000863_hr_012	njegovateljica za osobnu njegu
C000864_hr_000	voditelj/voditeljica poslova čišćenja, obrade i odlaganja otpada
C000864_hr_001	voditelj poslova čišćenja, obrade i odlaganja otpada
C000864_hr_002	voditeljica poslova čišćenja, obrade i odlaganja otpada
C000865_hr_000	direktor/direktorica distribucije tekstilnih strojeva
C000865_hr_001	direktor distribucije tekstilnih strojeva
C000865_hr_002	direktorica distribucije tekstilnih strojeva
C000866_hr_000	djelatnik/djelatnica službe za korisnike
C000866_hr_001	djelatnica službe za korisnike
C000866_hr_002	djelatnik službe za korisnike
C000866_hr_003	službenica za informacije
C000866_hr_004	službenica za obavijesti
C000866_hr_005	službenica za primanje upita
C000866_hr_006	službenica za pružanje informacija
C000866_hr_007	službenik za informacije
C000866_hr_008	službenik za obavijesti
C000866_hr_009	službenik za primanje upita
C000866_hr_010	službenik za pružanje informacija
C000867_hr_000	glazbeni direktor/glazbena direktorica
C000867_hr_001	glazbena direktorica
C000867_hr_002	glazbeni direktor
C000868_hr_000	prodavač/prodavačica odjeće, obuće i galanterije
C000868_hr_001	prodavač odjeće, obuće i galanterije
C000868_hr_002	prodavačica odjeće, obuće i galanterije
C000869_hr_000	ravnatelj/ravnateljica škole za djecu s teškoćama u razvoju
C000869_hr_001	ravnatelj škole za djecu s teškoćama u razvoju
C000869_hr_002	ravnateljica škole za djecu s posebnim potrebama
C000869_hr_003	ravnateljica škole za djecu s teškoćama u razvoju
C000870_hr_000	komercijalist/komercijalistica u prodaji
C000870_hr_001	komercijalist
C000870_hr_002	komercijalist u prodaji
C000870_hr_003	komercijalistica
C000870_hr_004	komercijalistica u prodaji
C000870_hr_005	prodajna predstavnica
C000870_hr_006	prodajna zastupnica
C000870_hr_007	prodajni predstavnik
C000870_hr_008	prodajni zastupnik
C000870_hr_009	terenska komercijalistica
C000870_hr_010	terenski komercijalist
C000870_hr_011	unapređivač prodaje
C000870_hr_012	unapređivačica prodaje
C000871_hr_000	izrađivač/izrađivačica poluvodičkih elemenata
C000871_hr_001	izrađivač poluvodičkih elemenata
C000871_hr_002	izrađivačica poluvodičkih elemenata
C000871_hr_003	proizvođač poluvodičkih elemenata
C000871_hr_004	proizvođačica poluvodičkih elemenata
C000872_hr_000	skladištar/skladištarka u tvornici obuće
C000872_hr_001	radnica u skladištu
C000872_hr_002	radnik u skladištu
C000872_hr_003	skladišna radnica
C000872_hr_004	skladišna službenica
C000872_hr_005	skladišni radnik
C000872_hr_006	skladišni službenik
C000872_hr_007	skladištar
C000872_hr_008	skladištar u tvornici obuće
C000872_hr_009	skladištarka
C000872_hr_010	skladištarka u tvornici obuće
C000873_hr_000	voditelj/voditeljica kockarnice
C000873_hr_001	voditelj poslovanja u kockarnici
C000873_hr_002	voditeljica poslovanja u kockarnici
C000874_hr_000	voditelj/voditeljica razvoja proizvoda
C000874_hr_001	voditelj razvoja proizvoda
C000874_hr_002	voditeljica razvoja proizvoda
C000875_hr_000	ljevač/ljevačica keramičkih proizvoda
C000875_hr_001	ljevač keramičkih proizvoda
C000875_hr_002	ljevačica keramičkih proizvoda
C000876_hr_000	tehničar/tehničarka za zdravstvenu evidenciju
C000876_hr_001	administrator zdravstva
C000876_hr_002	administratorica zdravstva
C000876_hr_003	službenica za zdravstvenu evidenciju
C000876_hr_004	službenik za zdravstvenu evidenciju
C000876_hr_005	tehničar za evidenciju bolesti
C000876_hr_006	tehničar za zdravstvenu evidenciju
C000876_hr_007	tehničarka za evidenciju bolesti
C000876_hr_008	tehničarka za zdravstvenu evidenciju
C000877_hr_000	uzgajatelj/uzgajateljica konja
C000877_hr_001	specijalist za uzgoj konja
C000877_hr_002	specijalistica za uzgoj konja
C000877_hr_003	uzgajatelj konja
C000877_hr_004	uzgajatelj za konje
C000877_hr_005	uzgajateljica konja
C000877_hr_006	uzgajateljica za konje
C000877_hr_007	uzgajivač konja
C000877_hr_008	uzgajivačica konja
C000878_hr_000	ortopedski obućar/ortopedska obućarka
C000878_hr_001	ortopedska obućarka
C000878_hr_002	ortopedski obućar
C000879_hr_000	rukovatelj/rukovateljica strojem za izradu pletenica
C000879_hr_001	rukovatelj strojem za izradu pletenica
C000879_hr_002	rukovateljica strojem za izradu pletenica
C000880_hr_000	ličilac/ličiteljica
C000880_hr_001	ličilac
C000880_hr_002	ličilac zgrada
C000880_hr_003	ličiteljica
C000880_hr_004	ličiteljica zgrada
C000881_hr_000	arhitekt/arhitektica skladišta podataka
C000881_hr_001	arhitekt skladišta podataka
C000881_hr_002	arhitektica skladišta podataka
C000881_hr_003	programer skladišta podataka
C000881_hr_004	programerka skladišta podataka
C000882_hr_000	mehaničar/mehaničarka za restauraciju vozila
C000882_hr_001	mehaničar za restauraciju starih automobila
C000882_hr_002	mehaničar za restauraciju vozila
C000882_hr_003	mehaničarka za restauraciju starih automobila
C000882_hr_004	mehaničarka za restauraciju vozila
C000883_hr_000	djelatnik/djelatnica soba s posteljinom
C000883_hr_001	djelatnica soba s posteljinom
C000883_hr_002	djelatnica u sobama s posteljinom
C000883_hr_003	djelatnica zadužena za posteljinu
C000883_hr_004	djelatnik soba s posteljinom
C000883_hr_005	djelatnik u sobama s posteljinom
C000883_hr_006	djelatnik zadužen za posteljinu
C000883_hr_007	radnica u sobama s posteljinom
C000883_hr_008	radnica zadužena za posteljinu
C000883_hr_009	radnik u sobama s posteljinom
C000883_hr_010	radnik zadužen za posteljinu
C000883_hr_011	rukovatelj posteljinom
C000883_hr_012	rukovateljica posteljinom
C000884_hr_000	veterinarski tehničar/veterinarska tehničarka za umjetno osjemenjivanje
C000884_hr_001	stručnjak za umjetno osjemenjivanje
C000884_hr_002	stručnjakinja za umjetno osjemenjivanje životinja
C000884_hr_003	veterinarska tehničarka umjetnog osjemenjivanja
C000884_hr_004	veterinarska tehničarka za umjetno osjemenjivanje
C000884_hr_005	veterinarski tehničar umjetnog osjemenjivanja
C000884_hr_006	veterinarski tehničar za umjetno osjemenjivanje
C000885_hr_000	sastavljač/sastavljačica optičkih instrumenata
C000885_hr_001	sastavljač optičkih instrumenata
C000885_hr_002	sastavljačica optičkih instrumenata
C000886_hr_000	radnik/radnica u hotelu za kućne ljubimce
C000886_hr_001	radnica u hotelu za kućne ljubimce
C000886_hr_002	radnik u hotelu za kućne ljubimce
C000887_hr_000	aktuarski pomoćnik / aktuarska pomoćnica
C000887_hr_001	aktuarska pomoćnica
C000887_hr_002	aktuarski pomoćnik
C000888_hr_000	mješatelj/mješateljica pesticida
C000888_hr_001	mješač pesticida
C000888_hr_002	mješač sredstava za zaštitu bilja
C000888_hr_003	mješačica pesticida
C000888_hr_004	mješačica sredstava za zaštitu bilja
C000889_hr_000	inženjer/inženjerka IKT pretprodaje
C000889_hr_001	djelatnica IKT pretprodaje
C000889_hr_002	djelatnica u IKT pretprodajnoj podršci
C000889_hr_003	djelatnik IKT pretprodaje
C000889_hr_004	djelatnik u IKT pretprodajnoj podršci
C000889_hr_005	inženjer IKT pretprodaje
C000889_hr_006	inženjer IT pretprodaje
C000889_hr_007	inženjer u IKT pretprodaji
C000889_hr_008	inženjerka IKT pretprodaje
C000889_hr_009	inženjerka IT pretprodaje
C000889_hr_010	inženjerka u IKT pretprodaji
C000890_hr_000	voditelj/voditeljica prodaje vozila
C000890_hr_001	prodajna savjetnica za prodaju vozila
C000890_hr_002	prodajni savjetnik za prodaju vozila
C000890_hr_003	voditelj prodaje vozila
C000890_hr_004	voditeljica prodaje vozila
C000891_hr_000	rukovatelj/rukovateljica strojem za rezanje plazmom
C000891_hr_001	rukovatelj strojem za rezanje plazmom
C000891_hr_002	rukovateljica strojem za rezanje plazmom
C000892_hr_000	poslužitelj/poslužiteljica stroja za rezanje kožne galanterije
C000892_hr_001	poslužitelj stroja za rezanje kožne galanterije
C000892_hr_002	poslužiteljica stroja za rezanje kožne galanterije
C000893_hr_000	rukovoditelj/rukovoditeljica elektrane
C000893_hr_001	rukovatelj energetsko procesnih strojeva
C000893_hr_002	rukovateljica energetsko procesnih strojeva
C000893_hr_003	rukovoditelj elektrane
C000893_hr_004	rukovoditeljica elektrane
C000894_hr_000	tekstilno-kemijski tehničar/tekstilno-kemijska tehničarka za osiguranje kvalitete
C000894_hr_001	tekstilna laborantica
C000894_hr_002	tekstilni laborant
C000894_hr_003	tekstilno-kemijska tehničarka za osiguranje kvalitete
C000894_hr_004	tekstilno-kemijski tehničar za osiguranje kvalitete
C000894_hr_005	tekstilnokemijska tehničarka za kvalitetu
C000894_hr_006	tekstilnokemijski tehničar
C000895_hr_000	poslovođa/poslovotkinja preciznih mehaničara
C000895_hr_001	poslovotkinja alatničarka – precizna mehaničarka
C000895_hr_002	poslovotkinja preciznih mehaničara
C000895_hr_003	poslovođa alatničar – precizni mehaničar
C000895_hr_004	poslovođa preciznih mehaničara
C000896_hr_000	tehnolog/tehnologinja zavarivanja
C000896_hr_001	inženjer za zavarivanje
C000896_hr_002	inženjerka za zavarivanje
C000896_hr_003	tehnolog zavarivanja
C000896_hr_004	tehnologinja zavarivanja
C000897_hr_000	rukovatelj/rukovateljica strojem za navlačenje gornjišta obuće
C000897_hr_001	rukovatelj strojem za navlačenje gornjišta obuće
C000897_hr_002	rukovateljica strojem za navlačenje gornjišta obuće
C000898_hr_000	tehničar/tehničarka za anesteziju
C000898_hr_001	anestetičar
C000898_hr_002	anestetičarka
C000898_hr_003	anestezijska tehničarka
C000898_hr_004	anestezijski tehničar
C000898_hr_005	anesteziološka tehničarka
C000898_hr_006	anesteziološki tehničar
C000898_hr_007	tehničar za anesteziju
C000898_hr_008	tehničarka za anesteziju
C000899_hr_000	rukovatelj/rukovateljica strojem za proizvodnju umaka
C000899_hr_001	rukovatelj strojem za proizvodnju umaka
C000899_hr_002	rukovateljica strojem za proizvodnju umaka
C000900_hr_000	biofizičar/biofizičarka
C000900_hr_001	biofizičar
C000900_hr_002	biofizičarka
C000900_hr_003	biotehnolog
C000900_hr_004	biotehnologinja
C000901_hr_000	veletrgovac/veletrgovkinja proizvodima za kućanstvo
C000901_hr_001	komercijalist veleprodaje za proizvode za kućanstvo
C000901_hr_002	komercijalistica veleprodaje za proizvode za kućanstvo
C000901_hr_003	prodajna predstavnica za proizvode za kućanstvo
C000901_hr_004	prodajna zastupnica za proizvode za kućanstvo
C000901_hr_005	prodajni predstavnik za proizvode za kućanstvo
C000901_hr_006	prodajni zastupnik za proizvode za kućanstvo
C000901_hr_007	trgovac proizvodima za kućanstvo na veliko
C000901_hr_008	trgovkinja proizvodima za kućanstvo na veliko
C000901_hr_009	veleprodajna komercijalistica za proizvode za kućanstvo
C000901_hr_010	veleprodajna trgovkinja proizvodima za kućanstvo
C000901_hr_011	veleprodajni komercijalist za proizvode za kućanstvo
C000901_hr_012	veleprodajni trgovac proizvodima za kućanstvo
C000901_hr_013	veletrgovac proizvodima za kućanstvo
C000901_hr_014	veletrgovkinja proizvodima za kućanstvo
C000902_hr_000	direktor/direktorica uvoza i izvoza željezne robe, instalacijskog materijala i opreme za vodovod i grijanje
C000902_hr_001	direktor uvoza i izvoza željezne robe, instalacijskog materijala i opreme za vodovod i grijanje
C000902_hr_002	direktorica uvoza i izvoza željezne robe, instalacijskog materijala i opreme za vodovod i grijanje
C000903_hr_000	nadglednik /nadglednica strojeva za zemljane radove
C000903_hr_001	nadglednica strojeva za zemljane radove
C000903_hr_002	nadglednica za strojeve za zemljane radove
C000903_hr_003	nadglednik strojeva za zemljane radove
C000903_hr_004	nadglednik za strojeve za zemljane radove
C000903_hr_005	nadzornica strojeva za zemljane radove
C000903_hr_006	nadzornik strojeva za zemljane radove
C000904_hr_000	geolog/geologinja za istraživanje rudnih ležišta
C000904_hr_001	geolog za istraživanje rudnih ležišta
C000904_hr_002	geologinja za istraživanje rudnih ležišta
C000904_hr_003	rudarski stratigraf
C000905_hr_000	stručnjak za brendiranje cigara/stručnjakinja za brendiranje cigara
C000905_hr_001	osoba za brendiranje cigara
C000905_hr_002	stručnjak u brendiranju cigara
C000905_hr_003	stručnjak za brendiranje cigara
C000905_hr_004	stručnjakinja u brendiranju cigara
C000906_hr_000	lemitelj/lemiteljica za meko lemljenje
C000906_hr_001	lemitelj za meko lemljenje
C000906_hr_002	lemiteljica za meko lemljenje
C000907_hr_000	sastavljač/sastavljačica stomatoloških instrumenata
C000907_hr_001	sastavljač stomatoloških instrumenata
C000907_hr_002	sastavljačica stomatoloških instrumenata
C000908_hr_000	strukovni učitelj/strukovna učiteljica ugostiteljstva
C000908_hr_001	profesor ugostiteljstva
C000908_hr_002	profesorica ugostiteljstva
C000908_hr_003	strukovna učiteljica ugostiteljstva
C000908_hr_004	strukovni učitelj ugostiteljstva
C000909_hr_000	kućepazitelj/kućepaziteljica
C000909_hr_001	domar
C000909_hr_002	domarka
C000909_hr_003	kućepazitelj
C000909_hr_004	kućepaziteljica
C000909_hr_005	nadstojnica zgrade
C000909_hr_006	nadstojnik zgrade
C000909_hr_007	pazikuća (m/ž)
C000910_hr_000	krojitelj/krojiteljica odjeće
C000910_hr_001	krojitelj odjeće
C000910_hr_002	krojiteljica odjeće
C000911_hr_000	sastavljač/sastavljačica streljiva
C000911_hr_001	sastavljač streljiva
C000911_hr_002	sastavljačica streljiva
C000912_hr_000	rukovatelj/rukovateljica strojem za graviranje kovina
C000912_hr_001	rukovatelj strojem za graviranje kovina
C000912_hr_002	rukovateljica strojem za graviranje kovina
C000913_hr_000	tehničar/tehničarka za zaštitu od ionizirajućeg zračenja
C000913_hr_001	tehničar za zaštitu od ionizirajućeg zračenja
C000913_hr_002	tehničarka za zaštitu od ionizirajućeg zračenja
C000914_hr_000	razvojni programer/razvojna programerka igara na sreću, kockanja i klađenja
C000914_hr_001	razvojna programerka igara na sreću, kockanja i klađenja
C000914_hr_002	razvojni programer igara na sreću, kockanja i klađenja
C000914_hr_003	statističarka za razvoj igara na sreću i kladionica
C000914_hr_004	tatističar za razvoj igara na sreću i kladionica
C000915_hr_000	savjetnik/savjetnica socijalne skrbi
C000915_hr_001	savjetnica socijalne skrbi
C000915_hr_002	savjetnik socijalne skrbi
C000915_hr_003	stručna suradnica socijalne skrbi
C000915_hr_004	stručni suradnik socijalne skrbi
C000915_hr_005	stručnjak za socijalni rad i savjetovanje
C000915_hr_006	stručnjakinja za socijalni rad i savjetovanje
C000916_hr_000	koordinator/koordinatorica montaže strojeva
C000916_hr_001	koordinator montaže strojeva
C000916_hr_002	koordinatorica montaže strojeva
C000917_hr_000	koreograf/koreografkinja
C000917_hr_001	koreograf
C000917_hr_002	koreografkinja
