C000001_it_000	Forze armate
C001560_it_002	artista scenico
C001560_it_003	decoratore di set
C001560_it_004	decoratore di sett
C001560_it_005	decoratrice di set
C001560_it_006	decoratricie di set
C001560_it_007	pittore di scenografie teatrali
C001560_it_008	pittrice di scenografie teatrali
C001561_it_000	addetto al riciclo dei materiali e dei rifiuti/addetta al riciclo dei materiali e dei rifiuti
C001561_it_001	addetta al riciclaggio rifiuti
C001561_it_002	addetta alla raccolta dei rifiuti differenziati
C001561_it_003	addetta alla raccolta di materiali riciclabili
C001561_it_004	addetto al riciclaggio rifiuti
C001561_it_005	addetto alla raccolta dei rifiuti differenziati
C001561_it_006	addetto alla raccolta di materiali riciclabili
C001561_it_007	riciclatore
C001561_it_008	riciclatrice
C001562_it_000	assistente sociale per problemi abitativi
C001562_it_001	assistente sociale di territorio
C001563_it_000	animatore culturale/animatrice culturale
C001563_it_001	animatore artistico culturale
C001563_it_002	animatore culturale
C001563_it_003	animatore socioculturale
C001563_it_004	animatrice artistica culturale
C001563_it_005	animatrice culturale
C001563_it_006	animatrice socioculturale
C001564_it_000	ingegnere esperto in metallurgia di processo
C001565_it_000	assistente in podologia
C001566_it_000	parchettista
C001566_it_001	installatore di parquet
C001566_it_002	installatrice di parquet
C001566_it_003	parquettista
C001566_it_004	pavimentatore in legno
C001566_it_005	pavimentatrice in legno
C001566_it_006	posatore di parquet
C001566_it_007	posatrice di parquet
C001567_it_000	direttore del casting/direttrice del casting
C001567_it_001	direttore del casting
C001567_it_002	direttrice del casting
C001567_it_003	responsabile del casting
C001568_it_000	responsabile della pianificazione strategica
C001568_it_001	consulente in strategia
C001568_it_002	direttore della pianificazione
C001568_it_003	direttore della pianificazione strategica
C001568_it_004	direttore dipartimento politiche e pianificazione
C001568_it_005	direttrice della pianificazione
C001568_it_006	direttrice della pianificazione strategica
C001568_it_007	direttrice dipartimento politiche e pianificazione
C001568_it_008	responsabile della continuità operativa
C001568_it_009	responsabile della pianificazione
C001568_it_010	responsabile della strategia
C001568_it_011	responsabile dello sviluppo strategico
C001568_it_012	stratega aziendale
C001569_it_000	ingegnere in tecnologia dei sensori
C001570_it_000	psicologo scolastico/psicologa scolastica
C001570_it_001	psicologa scolastica
C001570_it_002	psicologo scolastico
C001571_it_000	addetto alla limatrice meccanica/addetta alla limatrice meccanica
C001571_it_001	addetta alla limatrice meccanica
C001571_it_002	addetto alla limatrice meccanica
C001572_it_000	operatore di pressa per stampa in rilievo/operatrice di pressa per stampa in rilievo
C001572_it_001	addetta punzonatura a secco
C001572_it_002	addetta rilievografia
C001572_it_003	addetto punzonatura a secco
C001572_it_004	addetto rilievografia
C001572_it_005	operatore di pressa per stampa in rilievo
C001572_it_006	operatore goffratore
C001572_it_007	operatore goffratrice
C001572_it_008	operatore macchina per debossing
C001572_it_009	operatore macchina per embossing
C001572_it_010	operatrice di pressa per stampa in rilievo
C001572_it_011	operatrice goffratore
C001572_it_012	operatrice goffratrice
C001572_it_013	operatrice macchina per debossing
C001572_it_014	operatrice macchina per embossing
C001573_it_000	specialista in scienze politiche
C001573_it_001	ricercatore politico
C001573_it_002	ricercatrice politica
C001574_it_000	ausiliario socio-assistenziale/ausiliaria socio-assistenziale
C001574_it_001	ausiliaria socio-assistenziale
C001574_it_002	ausiliario socio-assistenziale
C001574_it_003	operatore sociale generico
C001574_it_004	operatore socio-assistenziale
C001574_it_005	operatrice sociale generica
C001574_it_006	operatrice socio-assistenziale
C001575_it_000	responsabile della raccolta in acquacoltura
C001576_it_000	tecnico di laboratorio scientifico
C001576_it_001	assistente di laboratorio
C001576_it_002	tecnico di laboratorio
C001577_it_000	conduttore di robot industriali/conduttrice di robot industriali
C001577_it_001	conduttore di robot industriali
C001577_it_002	conduttrice di robot industriali
C001578_it_000	tecnico ortopedico
C001578_it_001	ortoprotesista
C001578_it_002	tecnico protesista
C001579_it_000	bottaio/bottaia
C001579_it_001	barilaia
C001579_it_002	barilaio
C001579_it_003	bottaia
C001579_it_004	bottaio
C001579_it_005	costruttore di barili
C001579_it_006	costruttore di botti
C001579_it_007	costruttrice di barili
C001579_it_008	costruttrice di botti
C001579_it_009	fabbricante di barili
C001579_it_010	fabbricante di botti
C001580_it_000	addetto allo stampaggio a iniezione/addetta allo stampaggio a iniezione
C001580_it_001	addetta allo stampaggio a iniezione
C001580_it_002	addetto allo stampaggio a iniezione
C001581_it_000	operatore ecologico/operatrice ecologica
C001581_it_001	netturbina
C001581_it_002	netturbino
C001581_it_003	operatore ecologico
C001581_it_004	operatrice ecologica
C001581_it_005	spazzina
C001581_it_006	spazzino
C001582_it_000	ispettore delle merci/ispettrice delle merci
C001582_it_001	ispettore dei trasporti
C001582_it_002	ispettore del carico
C001582_it_003	ispettore delle merci
C001582_it_004	ispettrice dei trasporti
C001582_it_005	ispettrice del carico
C001582_it_006	ispettrice delle merci
C001583_it_000	assistente socio-sanitario in strutture residenziali per anziani disabili/assistente socio-sanitaria in strutture residenziali per anziani disabili
C001583_it_001	assistente socio-sanitaria in strutture residenziali per anziani
C001583_it_002	assistente socio-sanitario in strutture residenziali per anziani disabili
C001583_it_003	operatore socio-assistenziale per anziani
C001583_it_004	operatrice socio-assistenziale per anziani
C001584_it_000	valutatore di imprese
C001585_it_000	addetto all’irrorazione di disinfestanti/addetta all’irrorazione di disinfestanti
C001585_it_001	addetta all'irrorazione di disinfestanti
C001585_it_002	addetta alla disinfestazione, derattizzazione e disinfezione
C001585_it_003	addetto all'irrorazione di disinfestanti
C001585_it_004	addetto alla disinfestazione, derattizzazione e disinfezione
C001586_it_000	esattore di crediti/esattrice di crediti
C001586_it_001	agente di riscossione
C001586_it_002	agente per il recupero crediti
C001586_it_003	esattore domiciliare
C001586_it_004	esattore per conto terzi
C001586_it_005	esattore per il recupero crediti
C001586_it_006	esattore telefonico
C001586_it_007	esattrice domiciliare
C001586_it_008	esattrice per conto terzi
C001586_it_009	esattrice per il recupero crediti
C001586_it_010	esattrice telefonica
C001586_it_011	operatore di recupero crediti
C001586_it_012	operatrice di recupero crediti
C001586_it_013	riscuotitore di crediti
C001587_it_000	tester dell’accessibilità informatica
C001587_it_001	addetta alla valutazione dell'accessibilità
C001587_it_002	addetto alla valutazione dell'accessibilità
C001587_it_003	collaudatore del livello di accessibilità
C001587_it_004	collaudatrice del livello di accessibilità
C001587_it_005	tester per l'accessibilità
C001588_it_000	macchinista di scena
C001588_it_001	macchinista teatrale
C001589_it_000	funzionario addetto alla politica tributaria/funzionaria addetta alla politica tributaria
C001589_it_001	funzionaria addetta alla politica tributaria
C001589_it_002	funzionario addetto alla politica tributaria
C001590_it_000	verificatore indipendente di sicurezza/verificatrice indipendente di sicurezza
C001590_it_001	ispettore delle ferrovie
C001590_it_002	ispettore ferroviario
C001590_it_003	ispettrice delle ferrovie
C001590_it_004	ispettrice ferroviaria
C001590_it_005	verificatore indipendente di sicurezza
C001590_it_006	verificatrice indipendente di sicurezza
C001591_it_000	addetto sala posta/addetta sala posta
C001591_it_001	addetta allo smistamento della posta
C001591_it_002	addetta sala posta
C001591_it_003	addetto allo smistamento della posta
C001591_it_004	addetto sala posta
C001591_it_005	ricevitore postale
C001591_it_006	ricevitrice postale
C001591_it_007	smistatore postale
C001591_it_008	smistatrice postale
C001592_it_000	modellista di pelletteria
C001592_it_001	modellista di pelle e cuoio
C001592_it_002	modellista settore pelle
C001593_it_000	addetto alla macchina da cucire/addetta alla macchina da cucire
C001593_it_001	addetta alla macchina da cucire
C001593_it_002	addetto alla macchina da cucire
C001593_it_003	cucitore macchina
C001593_it_004	cucitrice macchina
C001593_it_005	operaia macchina da cucire
C001593_it_006	operaio macchina da cucire
C001594_it_000	responsabile di produzione nel settore tessile
C001594_it_001	supervisore di produzione nel settore tessile
C001595_it_000	tecnico elettromeccanico
C001595_it_001	manutentore elettromeccanico
C001596_it_000	addetto alla vendita di prodotti ortofrutticoli/addetta alla vendita di prodotti ortofrutticoli
C001596_it_001	addetta al banco frutta e verdura
C001596_it_002	addetta al reparto frutta e verdura
C001596_it_003	addetta alla vendita di frutta e verdura
C001596_it_004	addetta alla vendita di prodotti ortofrutticoli
C001596_it_005	addetto al banco frutta e verdura
C001596_it_006	addetto al reparto frutta e verdura
C001596_it_007	addetto alla vendita di frutta e verdura
C001596_it_008	addetto alla vendita di prodotti ortofrutticoli
C001596_it_009	commessa del reparto ortofrutta
C001596_it_010	commessa di negozio di frutta e verdura
C001596_it_011	commesso del reparto ortofrutta
C001596_it_012	commesso di negozio di frutta e verdura
C001597_it_000	analista della logistica
C001597_it_001	consulente della logistica
C001597_it_002	responsabile della logistica commerciale
C001598_it_000	vlogger
C001598_it_001	videoblogger
C001599_it_000	tecnico audioprotesista
C001599_it_001	tecnico audiologo
C001599_it_002	tecnico audiometrista
C001600_it_000	architetto paesaggista/architetta paesaggista
C001600_it_001	agronoma paesaggista
C001600_it_002	agronomo paesaggista
C001600_it_003	architetta paesaggista
C001600_it_004	architetto paesaggista
C001600_it_005	paesaggista
C001601_it_000	pilota di linea
C001601_it_001	comandante
C001602_it_000	pilota commerciale
C001603_it_000	coordinatore di servizi per l’infanzia/coordinatrice di servizi per l’infanzia
C001603_it_001	coordinatore delle attività estive
C001603_it_002	coordinatore di attività doposcuola
C001603_it_003	coordinatore di servizi per l'infanzia
C001603_it_004	coordinatrice delle attività estive
C001603_it_005	coordinatrice di attività doposcuola
C001603_it_006	coordinatrice di servizi per l'infanzia
C001604_it_000	conduttore di forni metallurgici/conduttrice di forni metallurgici
C001604_it_001	conduttore di forni metallurgici
C001604_it_002	conduttrice di forni metallurgici
C001604_it_003	operatore di forni metallurgici
C001604_it_004	operatrice di forni metallurgici
C001605_it_000	addetto alla vendita nel settore tessile/addetta alla vendita nel settore tessile
C001605_it_001	addetta alla vendita di tessuti
C001605_it_002	addetta alla vendita di tessuti pregiati
C001605_it_003	addetta alla vendita nel settore biancheria per la casa
C001605_it_004	addetta alla vendita nel settore tessile
C001605_it_005	addetto alla vendita di tessuti
C001605_it_006	addetto alla vendita di tessuti pregiati
C001605_it_007	addetto alla vendita nel settore biancheria per la casa
C001605_it_008	addetto alla vendita nel settore tessile
C001605_it_009	commessa di negozio di biancheria per la casa
C001605_it_010	commessa di negozio di tessuti
C001605_it_011	commesso di negozio di biancheria per la casa
C001605_it_012	commesso di negozio di tessuti
C001605_it_013	negoziante di tessuti
C001606_it_000	istruttore di sopravvivenza/istruttrice di sopravvivenza
C001606_it_001	istruttore di sopravvivenza
C001606_it_002	istruttore di tecniche di sopravvivenza
C001606_it_003	istruttrice di sopravvivenza
C001606_it_004	istruttrice di tecniche di sopravvivenza
C001607_it_000	produttore/produttrice
C001607_it_001	produttore
C001607_it_002	produttrice
C001608_it_000	operatore di apparecchiature SMT/operatrice di apparecchiature SMT
C001608_it_001	addetta all'assemblaggio di schede elettroniche con tecnologia SMT
C001608_it_002	addetta microsaldatura schede elettroniche SMD
C001608_it_003	addetto all'assemblaggio di schede elettroniche con tecnologia SMT
C001608_it_004	addetto microsaldatura schede elettroniche SMD
C001608_it_005	operatore di apparecchiature SMT
C001608_it_006	operatrice di apparecchiature SMT
C001608_it_007	saldatore di componenti elettronici SMT
C001608_it_008	saldatrice di componenti elettronici SMT
C001609_it_000	responsabile della distribuzione di metalli e di minerali metalliferi
C001609_it_001	pianificatore della distribuzione di metalli e di minerali metalliferi
C001609_it_002	pianificatrice della distribuzione di metalli e di minerali metalliferi
