C000001_sl_000	Vojaški poklici
C001419_sl_002	upravljavka stroja za debelinsko skobljanje
C001420_sl_000	delovodja v proizvodnji optičnih instrumentov
C001420_sl_001	nadzornica v proizvodnji optičnih instrumentov
C001420_sl_002	nadzornik v proizvodnji optičnih instrumentov
C001421_sl_000	upravljavec/upravljavka cestnega valjarja
C001421_sl_001	upravljavec cestnega valjarja
C001421_sl_002	upravljavka cestnega valjarja
C001422_sl_000	izdelovalec/izdelovalka mlečnih izdelkov
C001422_sl_001	izdelovalec mlečnih izdelkov
C001422_sl_002	izdelovalka mlečnih izdelkov
C001422_sl_003	maslar
C001422_sl_004	maslarka
C001422_sl_005	sirar
C001422_sl_006	sirarka
C001423_sl_000	hidrograf/hidrografinja
C001423_sl_001	hidrograf
C001423_sl_002	hidrografinja
C001424_sl_000	upravljavec/upravljavka vijačne stiskalnice
C001424_sl_001	upravljavec vijačne stiskalnice
C001424_sl_002	upravljavka vijačne stiskalnice
C001425_sl_000	zdravstveni inšpektor/zdravstvena inšpektorica
C001425_sl_001	inšpektor za zdravstvo
C001425_sl_002	inšpektorica za zdravstvo
C001425_sl_003	zdravstvena inšpektorica
C001425_sl_004	zdravstveni inšpektor
C001426_sl_000	kontrolor/kontrolorka baterij
C001426_sl_001	kontrolor baterij
C001426_sl_002	kontrolorka baterij
C001427_sl_000	vratar/vratarka
C001427_sl_001	barska vratarka
C001427_sl_002	barski vratar
C001427_sl_003	hotelska vratarka
C001427_sl_004	hotelski vratar
C001427_sl_005	vratar
C001427_sl_006	vratarka
C001427_sl_007	čuvaj vhoda v lokal
C001427_sl_008	čuvajka vhoda v lokal
C001428_sl_000	strokovnjak/strokovnjakinja za behavioristiko
C001428_sl_001	behaviorist
C001428_sl_002	behavioristka
C001428_sl_003	strokovnjak za behavioristiko
C001428_sl_004	strokovnjakinja za behavioristiko
C001429_sl_000	tehnik/tehnica za motorna vozila
C001429_sl_001	tehnica za motorna vozila
C001429_sl_002	tehnik za motorna vozila
C001430_sl_000	prostorski načrtovalec/prostorska načrtovalka
C001430_sl_001	prostorska načrtovalka
C001430_sl_002	prostorski načrtovalec
C001431_sl_000	polirec/polirka stekla
C001431_sl_001	polirec stekla
C001431_sl_002	polirka stekla
C001432_sl_000	vodja distribucije kmetijskih surovin, semena in krme
C001432_sl_001	distributer kmetijskih surovin, semena in krme
C001432_sl_002	vodja distribucije kmetijskih surovin, semena in živalske krme
C001432_sl_003	vodja distribucijske verige za kmetijske surovine, seme in krmo
C001432_sl_004	vodja logistike in distribucije kmetijskih surovin, semena in krme
C001432_sl_005	vodja logistike za kmetijske surovine, seme in krmo
C001432_sl_006	vodja oskrbovalne verige s kmetijskimi surovinami, semenom in krmo
C001433_sl_000	sušilničar/sušilničarka lesa
C001433_sl_001	sušilec lesa
C001433_sl_002	sušilka lesa
C001433_sl_003	sušilničar lesa
C001433_sl_004	sušilničarka lesa
C001434_sl_000	vodja kemične čistilnice in pralnice
C001434_sl_001	direktor kemične čistilnice in pralnice
C001434_sl_002	direktorica kemične čistilnice in pralnice
C001434_sl_003	menedžer kemične čistilnice
C001434_sl_004	menedžerka kemične čistilnice
C001434_sl_005	vodja čistilnice
C001434_sl_006	vodja čistilnice in pralnice
C001435_sl_000	vodja nadzora in izvrševanja proračuna
C001435_sl_001	vodja izvrševanja proračuna
C001435_sl_002	vodja upravljanja proračuna
C001436_sl_000	vodja varnosti na nadzorovanem delu letališča
C001436_sl_001	menedžer za nadzor varnostnih območij omejenega gibanja
C001436_sl_002	menedžerka za nadzor varnostnih območij omejenega gibanja
C001437_sl_000	voznik/voznica tovornega vozila
C001437_sl_001	voznica tovornega vozila
C001437_sl_002	voznik tovornega vozila
C001438_sl_000	glasbeni aranžer/glasbena aranžerka
C001438_sl_001	aranžer
C001438_sl_002	aranžer glasbe
C001438_sl_003	aranžerka
C001438_sl_004	aranžerka glasbe
C001438_sl_005	glasbena aranžerka
C001438_sl_006	glasbena opremljevalka
C001438_sl_007	glasbeni aranžer
C001438_sl_008	glasbeni opremljevalec
C001439_sl_000	tehnik/tehnica za odvodnjavanje
C001439_sl_001	tehnica za odvodnjavanje
C001439_sl_002	tehnik za odvodnjavanje
C001439_sl_003	upravljavec opreme za odvodnjavanje
C001439_sl_004	upravljavka opreme za odvodnjavanje
C001440_sl_000	načrtovalec/načrtovalka zmogljivosti za IKT
C001440_sl_001	načrtovalec zmogljivosti za ICT
C001440_sl_002	načrtovalec zmogljivosti za IKT
C001440_sl_003	načrtovalec zmogljivosti za IT
C001440_sl_004	načrtovalka zmogljivosti za ICT
C001440_sl_005	načrtovalka zmogljivosti za IKT
C001440_sl_006	načrtovalka zmogljivosti za IT
C001441_sl_000	vodja metalurgije
C001441_sl_001	menedžer v metalurgiji
C001441_sl_002	menedžerka v metalurgiji
C001442_sl_000	delovodja/delovodkinja v kmetijstvu
C001442_sl_001	delovodja v kmetijstvu
C001442_sl_002	delovodkinja v kmetijstvu
C001442_sl_003	kmetovalec
C001442_sl_004	kmetovalka
C001442_sl_005	upravitelj kmetije
C001442_sl_006	upraviteljica kmetije
C001442_sl_007	vodja del v kmetijstvu
C001442_sl_008	vodja kmetijskih dejavnosti
C001443_sl_000	instruktor/instruktorica kontrolorjev zračnega prometa
C001443_sl_001	instruktor kontrolorjev zračnega prometa
C001443_sl_002	instruktorica kontrolorjev zračnega prometa
C001443_sl_003	inštruktor kontrolorjev zračnega prometa
C001443_sl_004	inštruktorica kontrolorjev zračnega prometa
C001444_sl_000	nadzornik/nadzornica v proizvodnji plastičnih in gumenih izdelkov
C001444_sl_001	delovodja v proizvodnji izdelkov iz plastičnih mas in gume
C001444_sl_002	delovodja v proizvodnji plastičnih in gumijastih izdelkov
C001444_sl_003	nadzornica v proizvodnji izdelkov iz plastičnih mas in gume
C001444_sl_004	nadzornica v proizvodnji plastičnih in gumenih izdelkov
C001444_sl_005	nadzornica v proizvodnji plastičnih in gumijastih izdelkov
C001444_sl_006	nadzornik v proizvodnji izdelkov iz plastičnih mas in gume
C001444_sl_007	nadzornik v proizvodnji plastičnih in gumenih izdelkov
C001444_sl_008	nadzornik v proizvodnji plastičnih in gumijastih izdelkov
C001445_sl_000	konfigurator/konfiguratorka za aplikacije IKT
C001445_sl_001	konfigurator aplikacij
C001445_sl_002	konfigurator aplikativne programske opreme
C001445_sl_003	konfigurator za aplikacije
C001445_sl_004	konfiguratorka aplikacij
C001445_sl_005	konfiguratorka aplikativne programske opreme
C001445_sl_006	konfiguratorka za aplikacije
C001446_sl_000	učitelj/učiteljica za računalniško in digitalno opismenjevanje
C001446_sl_001	učitelj za računalniško in digitalno opismenjevanje
C001446_sl_002	učiteljica za računalniško in digitalno opismenjevanje
C001447_sl_000	vodja zadružne banke
C001447_sl_001	vodja finančne zadruge
C001447_sl_002	vodja kreditne zadruge
C001447_sl_003	vodja zadružne posojilnice
C001448_sl_000	laboratorijski tehnik/laboratorijska tehnica za kontrolo kakovosti usnjenih izdelkov
C001448_sl_001	laboratorijski tehnik za kontrolo kakovosti usnjenih izdelkov
C001448_sl_002	laborlaboratorijska tehnica za kontrolo kakovosti usnjenih izdelkov
C001449_sl_000	sanitarni inštalater/sanitarna inštalaterka
C001449_sl_001	kanalizacijska inštalaterka
C001449_sl_002	kanalizacijski inštalater
C001449_sl_003	sanitarna inštalaterka
C001449_sl_004	sanitarni inštalater
C001450_sl_000	učitelj/učiteljica za elektrotehniko in energetiko
C001450_sl_001	inštruktor za elektrotehniko in energetiko v poklicnem izobraževanju
C001450_sl_002	inštruktorica za elektrotehniko in energetiko v poklicnem izobraževanju
C001450_sl_003	učitelj za elektrotehniko in energetiko
C001450_sl_004	učiteljica za elektrotehniko in energetiko
C001451_sl_000	zdravitelj/zdraviteljica z zelišči
C001451_sl_001	zdravitelj z zelišči
C001451_sl_002	zdraviteljica z zelišči
C001451_sl_003	zeliščna zdraviteljica
C001451_sl_004	zeliščni zdravitelj
C001452_sl_000	vodja trgovine z avdio in video opremo
C001452_sl_001	menedžer trgovine z avdio in video opremo
C001452_sl_002	menedžerka trgovine z avdio in video opremo
C001453_sl_000	inštruktor/inštruktorica vožnje avtobusa
C001453_sl_001	inštruktor vožnje avtobusa
C001453_sl_002	inštruktorica vožnje avtobusa
C001453_sl_003	učitelj vožnje avtobusa
C001453_sl_004	učiteljica vožnje avtobusa
C001454_sl_000	vrtalec/vrtalka jaškov
C001454_sl_001	vrtalec vrtin
C001454_sl_002	vrtalka vrtin
C001455_sl_000	učitelj/učiteljica za fotografijo
C001455_sl_001	učitelj za fotografijo
C001455_sl_002	učiteljica za fotografijo
C001456_sl_000	učitelj/učiteljica uporabne umetnosti
C001456_sl_001	učitelj industrijskega oblikovanja
C001456_sl_002	učitelj uporabne umetnosti
C001456_sl_003	učiteljica industrijskega oblikovanja
C001456_sl_004	učiteljica uporabne umetnosti
C001457_sl_000	delavec/delavka za preprosta dela pri gradnjah
C001457_sl_001	delavec za preprosta dela pri gradnjah
C001457_sl_002	delavka za preprosta dela pri gradnjah
C001458_sl_000	pilot/pilotka helikopterja
C001458_sl_001	pilot helikopterja
C001458_sl_002	pilotka helikopterja
C001459_sl_000	pomočnik/pomočnica v javnem kopališču
C001459_sl_001	pomočnica v javnem kopališču
C001459_sl_002	pomočnik v javnem kopališču
C001459_sl_003	reševalec iz vode
C001459_sl_004	reševalka iz vode
C001459_sl_005	vzdrževalec bazena
C001459_sl_006	vzdrževalka bazena
C001459_sl_007	čistilec bazena
C001459_sl_008	čistilka bazena
C001460_sl_000	tržni analitik/tržna analitičarka
C001460_sl_001	tržna analitičarka
C001460_sl_002	tržni analitik
C001461_sl_000	strokovnjak/strokovnjakinja za zakup medijskega prostora
C001461_sl_001	strokovnjak za zakup medijskega prostora
C001461_sl_002	strokovnjakinja za zakup medijskega prostora
C001461_sl_003	zakupnica medijskega prostora
C001461_sl_004	zakupnik medijskega prostora
C001462_sl_000	predavatelj/predavateljica novinarstva
C001462_sl_001	predavatelj novinarstva
C001462_sl_002	predavateljica novinarstva
C001463_sl_000	upravljavec/upravljavka kontrolne sobe obrata za proizvodnjo in predelavo plina
C001463_sl_001	upravljavec kontrolne sobe obrata za proizvodnjo in predelavo plina
C001463_sl_002	upravljavka kontrolne sobe obrata za proizvodnjo in predelavo plina
C001464_sl_000	vodja trgovine z nakitom in urami
C001464_sl_001	vodja bižuterije
C001464_sl_002	vodja draguljarne
C001464_sl_003	vodja prodajalne nakita
C001464_sl_004	vodja urarne
C001465_sl_000	upravljavec/upravljavka plavajočega bagra
C001465_sl_001	upravljavec plavajočega bagra
C001465_sl_002	upravljavka plavajočega bagra
C001466_sl_000	inženir/inženirka za tekoča goriva
C001466_sl_001	inženir za tekoča goriva
C001466_sl_002	inženirka za tekoča goriva
C001467_sl_000	tehnik/tehnica za najem tehnične opreme
C001467_sl_001	tehnica za najem tehnične opreme
C001467_sl_002	tehnik za najem tehnične opreme
C001468_sl_000	asistent/asistentka v marketingu
C001468_sl_001	asistent trženja
C001468_sl_002	asistent v marketingu
C001468_sl_003	asistent za trženje
C001468_sl_004	asistentka trženja
C001468_sl_005	asistentka v marketingu
C001468_sl_006	asistentka za trženje
C001469_sl_000	fotoreporter/fotoreporterka
C001469_sl_001	fotograf
C001469_sl_002	fotografinja
C001469_sl_003	fotoreporter
C001469_sl_004	fotoreporterka
C001469_sl_005	novinar fotograf
C001469_sl_006	novinarka fotografka
C001470_sl_000	upravljavec/upravljavka opreme za lepljenje robnih trakov
C001470_sl_001	upravljavec opreme za lepljenje robnih trakov
C001470_sl_002	upravljavka opreme za lepljenje robnih trakov
C001471_sl_000	trgovec/trgovka na debelo s farmacevtskimi izdelki
C001471_sl_001	trgovec na debelo s farmacevtskimi izdelki
C001471_sl_002	trgovka na debelo s farmacevtskimi izdelki
C001472_sl_000	inženir/inženirka za strojno prevajanje
C001472_sl_001	inženir za strojno prevajanje
C001472_sl_002	inženirka za strojno prevajanje
C001473_sl_000	vodja zabavnih programov v gostinstvu in turizmu
C001473_sl_001	organizator zabavnih programov
C001473_sl_002	organizatorka zabavnih programov
C001473_sl_003	vodja hotelskih zabavnih programov
C001473_sl_004	vodja programov za zabavo v gostinstvu in turizmu
C001473_sl_005	vodja zabavnih programov na križarjenju
C001473_sl_006	vodja zabavnih programov v počitniškem kampu
C001473_sl_007	vodja zabavnih programov v počitniškem naselju
C001474_sl_000	pediker/pedikerka
C001474_sl_001	pediker
C001474_sl_002	pedikerka
C001475_sl_000	mesar/mesarka za obredno klanje halal
C001475_sl_001	halal mesar
C001475_sl_002	halal mesarka
C001475_sl_003	mesar za obredno klanje halal
C001475_sl_004	mesarka za obredno klanje halal
C001476_sl_000	animator/animatorka
C001476_sl_001	animator
C001476_sl_002	animatorka
C001477_sl_000	strojni predilec/strojna predilka
C001477_sl_001	strojna predilka
C001477_sl_002	strojni predilec
C001478_sl_000	predavatelj/predavateljica komuniciranja
C001478_sl_001	predavatelj komuniciranja
C001478_sl_002	predavateljica komuniciranja
C001478_sl_003	profesor/profesorica komuniciranja
C001479_sl_000	serviser/serviserka bančnih avtomatov
C001479_sl_001	serviser bankomatov
C001479_sl_002	serviser bančnih avtomatov
C001479_sl_003	serviserka bankomatov
C001479_sl_004	serviserka bančnih avtomatov
C001479_sl_005	vzdrževalec bankomatov
C001479_sl_006	vzdrževalka bankomatov
C001480_sl_000	električar/električarka
C001480_sl_001	elektrikar
C001480_sl_002	elektrikarka
C001480_sl_003	električar
C001480_sl_004	električarka
C001481_sl_000	preizkuševalec/preizkuševalka iger na srečo
C001481_sl_001	preizkuševalec iger na srečo
C001481_sl_002	preizkuševalka iger na srečo
C001482_sl_000	vodja distribucije lesa in gradbenega materiala
C001482_sl_001	koordinator logistike in distribucije lesa in gradbenega materiala
C001482_sl_002	koordinatorka logistike in distribucije lesa in gradbenega materiala
C001482_sl_003	vodja distribucijske verige za les in gradbeni material
C001482_sl_004	vodja dobavne verige za les in gradbeni material
C001482_sl_005	vodja logistike in distribucije lesa in gradbenega materiala
C001482_sl_006	vodja oskrbovalne verige z lesom in gradbenim materialom
C001482_sl_007	vodja prodaje in distribucije lesa in gradbenega materiala
C001483_sl_000	vizažist/vizažistka
C001483_sl_001	vizažist
C001483_sl_002	vizažistka
C001484_sl_000	zavarovalni zastopnik za premoženjska zavarovanja/zavarovalna zastopnica za premoženjska zavarovanja
C001484_sl_001	zavarovalna zastopnica za premoženjska zavarovanja
C001484_sl_002	zavarovalni zastopnik za premoženjska zavarovanja
C001485_sl_000	enolog/enologinja
C001485_sl_001	enolog
C001485_sl_002	enologinja
C001485_sl_003	strokovnjak za predelavo grozdja in nego vin
C001485_sl_004	strokovnjak za pridelavo vina
C001485_sl_005	strokovnjakinja za predelavo grozdja in nego vin
C001485_sl_006	strokovnjakinja za pridelavo vina
C001485_sl_007	vinar
C001485_sl_008	vinarka
C001486_sl_000	somelje/someljejka
C001486_sl_001	somelje
C001486_sl_002	someljejka
C001486_sl_003	someljerka
C001486_sl_004	sommelier
C001486_sl_005	sommelier v restavraciji
C001486_sl_006	sommelierka
C001486_sl_007	sommelierka v restavraciji
C001487_sl_000	knjigoveški tehnik/knjigoveška tehnica
C001487_sl_001	knjigoveška tehnica
C001487_sl_002	knjigoveški tehnik
C001487_sl_003	upravljavec knjigoveških strojev
C001487_sl_004	upravljavka knjigoveških strojev
C001488_sl_000	leksikograf/leksikografinja
C001488_sl_001	leksikograf
C001488_sl_002	leksikografinja
C001488_sl_003	slovarnica
C001488_sl_004	slovarnik
C001488_sl_005	slovaropisec
C001488_sl_006	slovaropiska
C001489_sl_000	vodja loterijske organizacije
C001489_sl_001	menedžer loterijske organizacije
C001489_sl_002	menedžerka loterijske organizacije
C001489_sl_003	poslovodja loterijske prodajalne
C001489_sl_004	poslovodkinja loterijske prodajalne
C001490_sl_000	dispečer/dispečerka v tovornem prometu
C001490_sl_001	dispečer prevozov v cestnem prometu
C001490_sl_002	dispečer v tovornem prometu
C001490_sl_003	dispečerka prevozov v cestnem prometu
C001490_sl_004	dispečerka v tovornem prometu
C001490_sl_005	vlakovna dispečerka
C001490_sl_006	vlakovni dispečer
C001491_sl_000	kiropraktik/kiropraktičarka
C001491_sl_001	kiropraktik
C001491_sl_002	kiropraktičarka
C001492_sl_000	upravljavec/upravljavka peči za vlečeno steklo
C001492_sl_001	upravljavec peči za vlečeno steklo
C001492_sl_002	upravljavka peči za vlečeno steklo
C001493_sl_000	vodja osebja v restavraciji s hitro hrano
C001493_sl_001	vodja lokala s hitro hrano
C001493_sl_002	vodja okrepčevalnice
C001493_sl_003	vodja priprave hitre hrane
C001493_sl_004	vodja restavracije hitre hrane
C001493_sl_005	vodja restavracije s hitro prehrano
C001494_sl_000	tehnični zastopnik/tehnična zastopnica za prodajo kovinskih proizvodov, inštalacijskega materiala in naprav za ogrevanje
C001494_sl_001	tehnična zastopnica za prodajo kovinskih proizvodov, inštalacijskega materiala in naprav za ogrevanje
C001494_sl_002	tehnični zastopnik za prodajo kovinskih proizvodov, inštalacijskega materiala in naprav za ogrevanje
C001495_sl_000	upravljavec/upravljavka brusilnega stroja
C001495_sl_001	upravljavec brusilnega stroja
C001495_sl_002	upravljavka brusilnega stroja
C001496_sl_000	rudar/rudarka za površinsko pridobivanje mineralnih surovin
C001496_sl_001	delavec v kamnolomu
C001496_sl_002	delavka v kamnolomu
C001496_sl_003	kopač v kamnolomu
C001496_sl_004	kopač v rudniku
C001496_sl_005	kopačica v kamnolomu
C001496_sl_006	kopačica v rudniku
C001496_sl_007	rudar za površinsko pridobivanje mineralnih surovin
C001496_sl_008	rudarka za površinsko pridobivanje mineralnih surovin
C001496_sl_009	rudniška delavka
C001496_sl_010	rudniški delavec
C001497_sl_000	upravljavec/upravljavka stroja za izdelavo podplatov in pet
