C000001_lv_000	Armijas profesijas
C001432_lv_000	lauksaimniecības izejvielu, sēklu un dzīvnieku barības izplatīšanas vadītājs
C001432_lv_001	lauksaimniecības izejvielu, sēklu un lopbarības sadales vadītāja
C001432_lv_002	lauksaimniecības izejvielu, sēklu un lopbarības sadales vadītājs
C001433_lv_000	zāģmateriālu žāvētājs
C001433_lv_001	zāģmateriālu žāvētāja
C001434_lv_000	veļas mazgātavas un ķīmiskās tīrītavas vadītājs
C001434_lv_001	veļas mazgātavas un ķīmiskās tīrītavas vadītāja
C001435_lv_000	budžeta iestādes vadītājs
C001435_lv_001	budžeta iestādes vadītāja
C001435_lv_002	budžeta struktūrvienības direktora vietnieks
C001435_lv_003	budžeta struktūrvienības direktors
C001435_lv_004	budžeta struktūrvienības vadītāja vietnieks
C001436_lv_000	lidostas drošības pārvaldnieks
C001436_lv_001	lidostas drošības dienesta vadītājs
C001436_lv_002	lidostas drošības pārvaldniece
C001437_lv_000	kravas automobiļa vadītājs
C001437_lv_001	kravas automobiļa vadītāja
C001438_lv_000	mūzikas aranžētājs
C001438_lv_001	dziesmu aranžētājs
C001438_lv_002	mūzikas aranžētāja
C001439_lv_000	atūdeņošanas operators
C001439_lv_001	atūdeņošanas operatore
C001439_lv_002	drenāžas operators
C001440_lv_000	IKT kapacitātes plānotājs
C001440_lv_001	IKT kapacitātes plānotāja
C001440_lv_002	IKT veiktspējas plānotāja
C001440_lv_003	IKT veiktspējas plānotājs
C001440_lv_004	IT kapacitātes plānotāja
C001440_lv_005	IT kapacitātes plānotājs
C001441_lv_000	vadītājs metalurģijas nozarē
C001441_lv_001	metalurģijas speciālists
C001441_lv_002	metāla liešanas ceha vadītājs
C001441_lv_003	vadītāja metalurģijas nozarē
C001442_lv_000	lauksaimniecības vadītājs
C001442_lv_001	lauksaimniecības pārvaldniece
C001442_lv_002	lauksaimniecības pārvaldnieks
C001442_lv_003	lauksaimniecības vadītāja
C001443_lv_000	gaisa satiksmes vadības instruktors
C001443_lv_001	gaisa satiksmes vadības instruktore
C001444_lv_000	plastmasas un gumijas izstrādājumu ražošanas procesu uzraugs
C001444_lv_001	plastmasas un gumijas izstrādājumu ražošanas procesu uzraudze
C001445_lv_000	IKT lietotņu konfigurētājs
C001445_lv_001	IKT lietojumprogrammu konfigurētāja
C001445_lv_002	IKT lietojumprogrammu konfigurētājs
C001445_lv_003	lietojumprogrammu konfigurācijas pārvaldības inženieris
C001445_lv_004	lietojumprogrammu konfigurētājs
C001446_lv_000	digitālās pratības pasniedzējs
C001446_lv_001	digitālpratības pasniedzēja
C001446_lv_002	digitālpratības pasniedzējs
C001446_lv_003	informācijas pasniedzējs
C001446_lv_004	informācijas tehnoloģiju un komunikāciju pasniedzējs
C001446_lv_005	informātikas skolotājs
C001447_lv_000	krājaizdevu sabiedrības vadītājs
C001447_lv_001	krājaizdevu sabiedrības vadītāja
C001448_lv_000	ādas izstrādājumu kvalitātes kontroles laboratorijas tehniķis
C001448_lv_001	ādas izstrādājumu kvalitātes inspektors
C001448_lv_002	ādas izstrādājumu kvalitātes kontroles laboratorijas tehniķe
C001448_lv_003	ādas izstrādājumu kvalitātes kontrolieris
C001449_lv_000	kanalizācijas sistēmu tehniķis
C001449_lv_001	kanalizācijas cauruļvadu montētājs
C001449_lv_002	kanalizācijas sistēmu montētājs
C001449_lv_003	kanalizācijas sistēmu tehniķe
C001450_lv_000	enerģētikas un elektrotehnikas pasniedzējs
C001450_lv_001	enerģētikas un elektrotehnikas pasniedzēja
C001451_lv_000	fitoterapeits
C001451_lv_001	fitoterapeite
C001451_lv_002	homeopāts
C001452_lv_000	audio un video tehnikas veikala vadītājs
C001452_lv_001	audio un video tehnikas veikala vadītāja
C001453_lv_000	autobusa vadīšanas instruktors
C001453_lv_001	autobusa vadīšanas instruktore
C001454_lv_000	urbumu veikšanas operators
C001454_lv_001	urbumu veikšanas operatore
C001455_lv_000	fotomākslas pasniedzējs
C001455_lv_001	fotomākslas pasniedzēja
C001455_lv_002	fotomākslas skolotājs
C001455_lv_003	mediju mākslas pasniedzējs
C001456_lv_000	rūpnieciskās mākslas pasniedzējs
C001456_lv_001	rūpnieciskās mākslas pasniedzēja
C001457_lv_000	inženierbūvju strādnieks
C001457_lv_001	inženierbūvju strādniece
C001458_lv_000	helikoptera pilots
C001458_lv_001	helikoptera jaunākais pilots
C001458_lv_002	helikoptera komercpilots
C001458_lv_003	helikoptera pilote
C001459_lv_000	peldvietu apkalpotājs
C001459_lv_001	peldvietu apkalpotāja
C001460_lv_000	tirgvedības konsultants
C001460_lv_001	tirgvedības konsultante
C001460_lv_002	tirgzinības konsultants
C001461_lv_000	reklāmas plašsaziņas līdzekļu pircējs
C001461_lv_001	digitālo mēdiju pārdošanas vadītājs
C001461_lv_002	mediju pārdošanas vadītāja
C001461_lv_003	mediju pārdošanas vadītājs
C001462_lv_000	žurnālistikas lektors
C001462_lv_001	žurnālistikas lektore
C001463_lv_000	gāzes pārstrādes rūpnīcas dispečertelpas operators
C001463_lv_001	gāzes pārstrādes rūpnīcas dispečertelpas operatore
C001464_lv_000	juvelierizstrādājumu un pulksteņu veikala vadītājs
C001464_lv_001	juvelierizstrādājumu un pulksteņu veikala vadītāja
C001465_lv_000	bagarēšanas mašīnu operators
C001465_lv_001	bagarēšanas mašīnu operatore
C001466_lv_000	šķidrā kurināmā ieguves inženieris
C001466_lv_001	šķidrās degvielas ieguves inženiere
C001466_lv_002	šķidrās degvielas ieguves inženieris
C001467_lv_000	nomas iekārtu tehniķis
C001467_lv_001	iekārtu īres tehniķe
C001467_lv_002	iekārtu īres tehniķis
C001468_lv_000	tirgvedības asistents
C001468_lv_001	mārketinga asistents
C001468_lv_002	tirgvedības vadītāja asistente
C001468_lv_003	tirgvedības vadītāja asistents
C001469_lv_000	fotožurnālists
C001469_lv_001	fotožurnāliste
C001470_lv_000	malu apstrādes operators
C001470_lv_001	malu apdares operatore
C001470_lv_002	malu apdares operators
C001471_lv_000	farmaceitisko izstrādājumu vairumtirgotājs
C001471_lv_001	farmaceitisko izstrādājumu vairumtirgotāja
C001472_lv_000	automatizētās tulkošanas inženieris
C001472_lv_001	automatizētās tulkošanas inženiere
C001472_lv_002	datorizētās tulkošanas inženieris
C001472_lv_003	datortulkošanas inženieris
C001472_lv_004	elektroniskās tulkošanas inženieris
C001472_lv_005	mašīntulkošanas inženieris
C001473_lv_000	izklaides organizēšanas vadītājs
C001473_lv_001	izklaides organizēšanas menedžere
C001473_lv_002	izklaides organizēšanas menedžeris
C001473_lv_003	izklaides organizēšanas vadītāja
C001474_lv_000	pedikīra speciālists
C001474_lv_001	manikīra un pedikīra speciālists
C001474_lv_002	nagu kopšanas speciālists
C001474_lv_003	pedikīra speciāliste
C001474_lv_004	pēdu kopšanas speciālists
C001475_lv_000	halal gaļas miesnieks
C001475_lv_001	halal gaļas miesniece
C001475_lv_002	miesnieks
C001476_lv_000	multiplikators
C001476_lv_001	animators
C001476_lv_002	animācijas speciālists
C001476_lv_003	multiplikatore
C001477_lv_000	dzijas vērpējs
C001477_lv_001	dzijas vērpēja
C001478_lv_000	komunikācijas lektors
C001478_lv_001	komunikācijas docents
C001478_lv_002	komunikācijas lektore
C001478_lv_003	komunikācijas pasniedzējs
C001478_lv_004	komunikācijas profesors
C001478_lv_005	komunikācijas un mediju pasniedzējs
C001479_lv_000	bankomātu mehāniķis
C001479_lv_001	bankomātu mehāniķe
C001480_lv_000	elektriķis
C001480_lv_001	elektriķe
C001481_lv_000	izložu un azartspēļu kvalitātes vadības inženieris
C001481_lv_001	azartspēļu un izložu kvalitātes vadības inženieris
C001481_lv_002	izložu un azartspēļu kvalitātes vadības inženiere
C001482_lv_000	kokmateriālu un būvmateriālu izplatīšanas vadītājs
C001482_lv_001	kokmateriālu un būvmateriālu sadales vadītāja
C001482_lv_002	kokmateriālu un būvmateriālu sadales vadītājs
C001483_lv_000	vizāžists
C001483_lv_001	dekoratīvās kosmētikas speciālists
C001483_lv_002	grimētājs
C001483_lv_003	meikapa speciālists
C001483_lv_004	vizāžiste
C001484_lv_000	īpašuma apdrošinātā riska vērtētājs
C001484_lv_001	īpašuma apdrošinātā riska novērtētāja
C001484_lv_002	īpašuma apdrošinātā riska novērtētājs
C001484_lv_003	īpašuma apdrošinātā riska parakstītājs
C001485_lv_000	vīndaris
C001485_lv_001	enologs
C001485_lv_002	vīndare
C001486_lv_000	alkoholisko dzērienu pārzinis
C001486_lv_001	alkoholisko dzērienu pārzine
C001486_lv_002	restorāna someljē
C001486_lv_003	restorāna vīnzinis
C001486_lv_004	vīnzinis
C001487_lv_000	grāmatsējējs bloku izgatavošanas iekārtu operators
C001487_lv_001	grāmatsējēja bloku izgatavošanas iekārtu operatore
C001488_lv_000	leksikogrāfs
C001488_lv_001	leksikogrāfe
C001489_lv_000	izložu vadītājs
C001489_lv_001	izložu vadītāja
C001489_lv_002	loterijas vadītājs
C001490_lv_000	kravas transporta dispečers
C001490_lv_001	kravas transporta dispečere
C001490_lv_002	loģistikas dispečers
C001491_lv_000	hiropraktiķis
C001491_lv_001	hiropraktiķe
C001491_lv_002	manuālais terapeits
C001491_lv_003	osteopāts
C001491_lv_004	refleksoterapeits
C001492_lv_000	stikla velmēšanas iekārtas operators
C001492_lv_001	stikla velmēšanas operatore
C001492_lv_002	stikla velmēšanas operators
C001493_lv_000	ātrās apkalpošanas restorāna maiņas vadītājs
C001493_lv_001	fast food restorāna maiņas vadītāja
C001493_lv_002	fast food restorāna maiņas vadītājs
C001493_lv_003	ātrās apkalpošanas restorāna maiņas vadītāja
C001494_lv_000	aparatūras, cauruļu un apkures iekārtu tirdzniecības tehniskais pārstāvis
C001494_lv_001	metālizstrādājumu, cauruļu, apkures iekārtu un to piederumu tirdzniecības vadītāja
C001494_lv_002	metālizstrādājumu, cauruļu, apkures iekārtu un to piederumu tirdzniecības vadītājs
C001495_lv_000	plakanslīpmašīnas operators
C001495_lv_001	plakanslīpmašīnas operatore
C001496_lv_000	virszemes kalnracis
C001496_lv_001	atklāto raktuvju kalnracis
C001496_lv_002	virszemes kalnrace
C001497_lv_000	zoļu un papēžu montētājs
C001497_lv_001	zoļu un papēžu montētāja
C001498_lv_000	veselības aprūpes iestādes vadītājs
C001498_lv_001	veselības aprūpes iestādes vadītāja
C001499_lv_000	izolācijas cauruļu tinējs
C001499_lv_001	izolācijas cauruļu tinēja
C001500_lv_000	materiālu izstrādes inženieris
C001500_lv_001	materiālu izstrādes inženiere
C001501_lv_000	galvenais nodokļu inspektors
C001501_lv_001	galvenais inspektors nodokļu administrēšanas jomā
C001501_lv_002	galvenā nodokļu inspektore
C001501_lv_003	vecākais nodokļu inspektors
C001502_lv_000	sauszemes spēku kaprālis
C001502_lv_001	sauszemes spēku kaprāle
C001503_lv_000	patologanatomijas tehniķis
C001503_lv_001	patologanatomijas tehniķe
C001504_lv_000	plastmasas apdedzināšanas iekārtas operators
C001504_lv_001	plastmasas apdedzināšanas iekārtas operatore
C001505_lv_000	zirgu treneris
C001505_lv_001	jātnieku sporta treneris
C001505_lv_002	zirgu trenere
C001506_lv_000	transporta mehāniķis
C001506_lv_001	transporta mehāniķe
C001507_lv_000	lietotu preču veikala pārdevējs
C001507_lv_001	pārdevēja lietotu preču veikalā
C001507_lv_002	pārdevējs komisijas veikalā
C001507_lv_003	pārdevējs lietotu preču veikalā
C001508_lv_000	lojalitātes programmas vadītājs
C001508_lv_001	abonementu pārdošanas vadītājs
C001508_lv_002	klientu lojalitātes programmas pārdošanas vadītājs
C001508_lv_003	kluba biedra tiesību pārdošanas vadītājs
C001508_lv_004	lojalitātes programmas pārdošanas vadītāja
C001508_lv_005	lojalitātes programmas pārdošanas vadītājs
C001509_lv_000	sociālais darbinieks
C001509_lv_001	karitatīvais sociālais darbinieks
C001509_lv_002	sociālā darbiniece
C001510_lv_000	mēbeļu pārdevējs
C001510_lv_001	mēbeļu pārdevēja
C001510_lv_002	pārdevējs konsultants mēbeļu veikalā
C001511_lv_000	vides pārvaldnieks
C001511_lv_001	vides pārvaldniece
C001512_lv_000	IKT uzņēmējdarbības analīzes vadītājs
C001512_lv_001	IKT uzņēmējdarbības analīzes vadītāja
C001512_lv_002	IT biznesa analītiķe
C001512_lv_003	IT biznesa analītiķis
C001512_lv_004	IT biznesa analīzes menedžere
C001512_lv_005	IT biznesa analīzes menedžeris
C001512_lv_006	IT uzņēmējdarbības analīzes vadītāja
C001512_lv_007	IT uzņēmējdarbības analīzes vadītājs
C001512_lv_008	biznesa analītiķe
C001512_lv_009	biznesa analītiķis
C001512_lv_010	vecākais IT biznesa analītiķis
C001512_lv_011	vecākā IT biznesa analītiķe
C001513_lv_000	iespieddarbu ražošanas procesa uzraugs
C001513_lv_001	iespieddarbu ražošanas procesa uzraudze
C001513_lv_002	iespieddarbu ražošanas procesa vadītājs
C001514_lv_000	ražošanas iekārtas operators
C001514_lv_001	ražošanas iekārtas operatore
C001515_lv_000	apaļslīpmašīnas operators
C001515_lv_001	apaļslīpmašīnas operatore
C001516_lv_000	pārtikas un dzērienu tehnologs
C001516_lv_001	pārtikas tehnologs
C001516_lv_002	pārtikas un dzērienu tehnoloģe
C001517_lv_000	ar kuģiem nesaistīts pārvadātājs
C001517_lv_001	ar kuģiem nesaistīta pārvadātāja
C001518_lv_000	okeanogrāfs
C001518_lv_001	okeanogrāfe
C001519_lv_000	ādu apstrādes tehniķis
C001519_lv_001	ādu apstrādes tehniķe
C001519_lv_002	ādu apstrādes ķīmiķis
C001520_lv_000	dīleris
C001520_lv_001	dīlere
C001521_lv_000	sociālais darbinieks darbam ar nepilngadīgajiem likumpārkāpējiem
C001521_lv_001	sociālā darbiniece darbam ar nepilngadīgajiem likumpārkāpējiem
C001522_lv_000	aeronavigācijas informācijas dienesta speciālists
C001522_lv_001	aeronavigācijas informācijas dienesta speciāliste
C001522_lv_002	aeronavigācijas informācijas vecākais speciālists
C001523_lv_000	ugunsdrošības inženieris
C001523_lv_001	ugunsdrošības inženiere
C001524_lv_000	lidostas ģenerāldirektors
C001524_lv_001	lidostas ģenerāldirektore
C001524_lv_002	valdes priekšsēdētājs
C001525_lv_000	manuskripta redaktors
C001525_lv_001	literārais redaktors
C001525_lv_002	manuskripta redaktore
C001526_lv_000	biroja mēbeļu importa un eksporta vadītājs
C001526_lv_001	biroja mēbeļu importa un eksporta vadītāja
C001527_lv_000	sociālās apgādes konsultants
C001527_lv_001	sociālo pabalstu konsultants
C001527_lv_002	sociālās apgādes konsultante
C001528_lv_000	elektroenerģijas tirdzniecības pārstāvis
C001528_lv_001	elektroenerģijas pārdošanas konsultants
C001528_lv_002	elektroenerģijas pārdošanas speciālists
C001528_lv_003	elektroenerģijas tirdzniecības pārstāve
C001529_lv_000	investoru attiecību vadītājs
C001529_lv_001	investoru attiecību vadītāja
C001530_lv_000	spolēšanas iekārtas operators
C001530_lv_001	spolēšanas iekārtas operatore
C001531_lv_000	ģimenes atbalsta organizators
C001531_lv_001	ģimenes atbalsta organizatore
C001532_lv_000	ugunsdrošības tehniķis
C001532_lv_001	ugunsdrošības inspektors
C001532_lv_002	ugunsdrošības tehniķe
C001533_lv_000	izlūkošanas speciālists
C001533_lv_001	informācijas analīzes referente
C001533_lv_002	informācijas analīzes referents
C001533_lv_003	informācijas analīzes speciālists
C001534_lv_000	sabiedriskās kārtības sargs
C001535_lv_000	ārvalstu korespondents
C001535_lv_001	ārvalstu korespondente
C001536_lv_000	kalnracis
C001536_lv_001	kalnrace
C001537_lv_000	valsts veterinārārsts
C001537_lv_001	sanitārais veterinārārsts
C001537_lv_002	sanitārā veterinārārste
C001537_lv_003	valsts pilnvarotais veterinārārsts
C001537_lv_004	valsts pilnvarotā veterinārārste
C001537_lv_005	valsts veterinārmedicīnas ierēdne
C001537_lv_006	valsts veterinārmedicīnas ierēdnis
C001537_lv_007	valsts veterinārārste
C001537_lv_008	veterinārais inspektors
C001537_lv_009	veterinārā inspektore
C001538_lv_000	trīsdimensionālās (3D) drukas tehniķis
C001538_lv_001	3D drukāšanas speciāliste
C001538_lv_002	3D drukāšanas speciālists
C001539_lv_000	mikrofona operators
C001539_lv_001	mikrofona operatore
C001539_lv_002	skaņas iekārtu tehniķis
C001540_lv_000	pirmsskolas izglītības skolotāja palīgs
C001540_lv_001	bērnudārza audzinātāja palīgs
C001540_lv_002	pirmsskolas izglītības pedagoga palīgs
C001540_lv_003	pirmsskolas izglītības skolotāja palīdze
C001540_lv_004	pirmsskolas skolotāja palīgs
C001541_lv_000	elektronikas inženieris
C001541_lv_001	elektronikas inženiere
C001541_lv_002	elektronikas inženieris konstruktors
C001542_lv_000	izpildproducents
C001542_lv_001	izpildproducente
C001543_lv_000	lauksaimniecības mehānikas inženieris
C001543_lv_001	lauksaimniecības mehānikas inženiere
C001544_lv_000	skaistumkopšanas speciālistu sagatavošanas pedagogs
C001544_lv_001	skaistumkopšanas speciālistu sagatavošanas pedagoģe
C001545_lv_000	sociālā nodrošinājuma speciālists
C001545_lv_001	sociālā nodrošinājuma pabalstu konsultants
C001545_lv_002	sociālā nodrošinājuma speciāliste
C001546_lv_000	sociālais aprūpētājs bērnu sociālās aprūpes centrā
C001546_lv_001	sociālā aprūpētāja bērnu sociālās aprūpes centrā
C001547_lv_000	lidlauka zemes iekārtu inženieris
C001547_lv_001	lidlauka zemes iekārtu inženiere
C001548_lv_000	datoru un piederumu pārdevējs
C001548_lv_001	datortehnikas pārdevējs
C001548_lv_002	datoru un piederumu pārdevēja
C001549_lv_000	brīvdabas pasākumu organizatora palīgs
C001549_lv_001	brīvdabas pasākumu organizatora palīdze
C001549_lv_002	sporta spēļu organizatora palīgs
C001550_lv_000	bārddzinis
C001550_lv_001	bārddzine
C001551_lv_000	iepakošanas iekārtu inženieris
C001551_lv_001	iepakojuma iekārtu inženieris
C001551_lv_002	iepakošanas iekārtu inženiere
C001551_lv_003	iesaiņošanas iekārtu inženieris
C001552_lv_000	sistēmbibliotekārs
C001552_lv_001	datoru lenšu bibliotekāre
