C000001_lt_000	Ginkluotųjų pajėgų profesijos
C000782_lt_002	vaikų apsaugos socialinis darbuotojas
C000782_lt_003	vaikų priežiūros socialinė darbuotoja
C000782_lt_004	šeimų socialinis darbuotojas
C000783_lt_000	oro eismo kontrolės vadovas
C000783_lt_001	aviacijos stebėjimo ir kodų koordinavimo vadovas
C000783_lt_002	oro eismo kontrolės vadovė
C000784_lt_000	vidurinės mokyklos informatikos mokytojas
C000784_lt_001	informatikos mokytojas
C000784_lt_002	kompiuterijos mokytojas
C000784_lt_003	vidurinės mokyklos informatikos mokytoja
C000784_lt_004	vidurinės mokyklos kompiuterijos mokytojas
C000785_lt_000	kalkių degimo įrenginio operatorius
C000785_lt_001	kalcinatoriaus operatorius
C000785_lt_002	kalkių degimo darbininkas
C000785_lt_003	kalkių degimo krosnies operatorius
C000785_lt_004	kalkių degimo įrenginio operatorė
C000785_lt_005	krosnies operatorius
C000785_lt_006	regeneracinės krosnies operatorius
C000785_lt_007	sukamosios krosnies operatorius
C000785_lt_008	vertikaliosios degimo krosnies operatorius
C000786_lt_000	atvirųjų vandenų akvakultūros ūkio technikas
C000786_lt_001	atvirųjų vandenų akvakultūros ūkio technikė
C000786_lt_002	atvirųjų vandenų žuvininkystės technikas
C000786_lt_003	atvirųjų vandenų žuvininkystės ūkio technikas
C000787_lt_000	meteorologijos technikas
C000787_lt_001	meteorologijos technikė
C000788_lt_000	chemikas
C000788_lt_001	analitinės chemijos specialistas
C000788_lt_002	branduolinės chemijos specialistas
C000788_lt_003	chemikė
C000788_lt_004	teismo medicinos chemikas
C000789_lt_000	specializuotasis šaudmenų pardavėjas
C000789_lt_001	ginklų pardavėjas
C000789_lt_002	medžioklės įrangos pardavėjas
C000789_lt_003	specializuotasis ginklų pardavėjas
C000789_lt_004	specializuotoji šaudmenų pardavėja
C000789_lt_005	šaudmenų pardavėjas
C000789_lt_006	šaudmenų parduotuvės pardavėjas
C000790_lt_000	garso operatorius
C000790_lt_001	garso inžinierius
C000790_lt_002	garso operatorė
C000790_lt_003	garso redagavimo specialistas
C000790_lt_004	garso sistemų technikas
C000790_lt_005	garso technikas
C000790_lt_006	garso įrangos operatorius
C000790_lt_007	mikšerinio pulto operatorius
C000790_lt_008	scenos technikas
C000791_lt_000	skalbyklos darbininkas
C000791_lt_001	sausojo valymo darbininkas
C000791_lt_002	skalbimo ir sausojo valymo darbininkas
C000791_lt_003	skalbyklos darbininkė
C000792_lt_000	biotechnologijų technikas
C000792_lt_001	biotechnologijos technikas
C000792_lt_002	biotechnologijų technikė
C000793_lt_000	granuliavimo mašinų operatorius
C000793_lt_001	drėgnojo miltelių granuliavimo įrangos operatorius
C000793_lt_002	granuliatoriaus operatorius
C000793_lt_003	granuliavimo mašinų operatorė
C000793_lt_004	granuliavimo įrangos operatorius
C000793_lt_005	granuliavimo įrenginių operatorius
C000793_lt_006	granuliuotojas
C000793_lt_007	granulių gamybos linijos operatorius
C000793_lt_008	miltelių granuliavimo įrangos operatorius
C000793_lt_009	vaistinių preparatų granuliuotojas
C000793_lt_010	vaistų granuliatoriaus operatorius
C000793_lt_011	šlapiojo maišymo operatorius
C000794_lt_000	audiodeskripcijos specialistas
C000794_lt_001	audiodeskripcijos specialistė
C000794_lt_002	komentarų akliesiems įgarsintojas
C000795_lt_000	statybos techninis prižiūrėtojas
C000795_lt_001	statybos aikštelės viršininkas
C000795_lt_002	statybos darbų vadovas
C000795_lt_003	statybos darbų vykdytojas
C000795_lt_004	statybos projektų vadovas
C000795_lt_005	statybos techninė prižiūrėtoja
C000796_lt_000	vyriausiasis rinkodaros specialistas
C000796_lt_001	rinkodaros direktorius
C000796_lt_002	rinkodaros skyriaus vadovas
C000796_lt_003	vyriausioji rinkodaros specialistė
C000797_lt_000	tyrimų vietoje vadovas
C000797_lt_001	tyrimų vietoje vadovė
C000798_lt_000	gręžimo staklių operatorius
C000798_lt_001	gręžimo mašinų operatorius
C000798_lt_002	gręžimo staklių meistras
C000798_lt_003	gręžimo staklių operatorė
C000798_lt_004	gręžimo staklių technikas
C000798_lt_005	gręžimo įrangos operatorius
C000799_lt_000	dirigentas
C000799_lt_001	choro vadovas
C000799_lt_002	dirigentė
C000799_lt_003	muzikos atlikimo vadovas
C000799_lt_004	orkestro vadovas
C000800_lt_000	odos gaminių gamybos meistras technologas
C000800_lt_001	odos gaminių apdailos cecho prižiūrėtojas
C000800_lt_002	odos gaminių gamybos meistrė technologė
C000800_lt_003	odos gaminių siuvimo cecho prižiūrėtojas
C000800_lt_004	odos gaminių sukirpimo cecho prižiūrėtojas
C000801_lt_000	atsinaujinančiosios energijos inžinierius
C000801_lt_001	atsinaujinančiosios energijos inžinerijos ekspertas
C000801_lt_002	atsinaujinančiosios energijos inžinerijos specialistas
C000801_lt_003	atsinaujinančiosios energijos inžinierė
C000801_lt_004	atsinaujinančiosios energijos projektų inžinierius
C000801_lt_005	atsinaujinančiųjų išteklių energijos inžinierius
C000801_lt_006	energetikos inžinierius
C000802_lt_000	mikroelektronikos inžinerijos technikas
C000802_lt_001	mikroelektronikos inžinerijos technikė
C000802_lt_002	mikroelektronikos sistemų specialistas
C000802_lt_003	mikroelektronikos sistemų technikas
C000802_lt_004	mikroelektronikos specialistas
C000802_lt_005	mikroelektronikos technikas
C000802_lt_006	mikroelektronikos įrangos specialistas
C000803_lt_000	bokštinio krano operatorius
C000803_lt_001	bokštinio krano mašinistas
C000803_lt_002	bokštinio krano operatorė
C000804_lt_000	remonto technikas
C000804_lt_001	autobusų remontininkas
C000804_lt_002	lengvųjų automobilių kėbulų remontininkas
C000804_lt_003	lengvųjų automobilių kėbulų remonto technikas
C000804_lt_004	remonto technikė
C000804_lt_005	sunkvežimių kėbulų remontininkas
C000804_lt_006	variklinių transporto priemonių remontininkas
C000805_lt_000	investicijų vadovas
C000805_lt_001	investicijų vadovė
C000806_lt_000	skambučių centro operatorius
C000806_lt_001	klientų aptarnavimo agentas
C000806_lt_002	pardavimo agentas
C000806_lt_003	pardavėjas telefonu
C000806_lt_004	skambučių centro operatorė
C000806_lt_005	telerinkodaros operatorius
C000807_lt_000	kailinių žvėrelių augintojas
C000807_lt_001	kailinių žvėrelių augintoja
C000807_lt_002	kailinių žvėrelių veisėjas
C000808_lt_000	valstybės sekretorius
C000808_lt_001	ministras
C000808_lt_002	ministro pavaduotojas
C000808_lt_003	valstybės sekretorė
C000808_lt_004	vyriausybės ministras
C000809_lt_000	pažangiųjų apšvietimo sistemų inžinierius
C000809_lt_001	apšvietimo inžinierius
C000809_lt_002	automatinių apšvietimo sistemų inžinierius
C000809_lt_003	meninio apšvietimo sistemų technikas
C000809_lt_004	pažangiųjų apšvietimo sistemų inžinierė
C000809_lt_005	šviesos technikas
C000810_lt_000	misionierius
C000810_lt_001	dvasininkas misionierius
C000810_lt_002	humanitarinės pagalbos specialistas
C000810_lt_003	misionierė
C000810_lt_004	pasaulietis misionierius
C000811_lt_000	riedmenų inžinerijos technikas
C000811_lt_001	geležinkelių riedmenų elektroninės įrangos įrengėjas
C000811_lt_002	geležinkelių riedmenų inžinierius
C000811_lt_003	geležinkelių riedmenų surinkimo technikas
C000811_lt_004	riedmenų elektroninės įrangos įrengėjas
C000811_lt_005	riedmenų inžinerijos technikė
C000811_lt_006	riedmenų inžinierius
C000811_lt_007	riedmenų surinkimo technikas
C000811_lt_008	riedmenų įrangos surinkėjas
C000812_lt_000	nekilnojamojo turto vadybininkas
C000812_lt_001	investicijų valdytojas
C000812_lt_002	nekilnojamojo turto nuomos koordinatorius
C000812_lt_003	nekilnojamojo turto projektų vadovas
C000812_lt_004	nekilnojamojo turto specialistas
C000812_lt_005	nekilnojamojo turto vadybininkė
C000812_lt_006	nekilnojamojo turto valdytojas
C000812_lt_007	pastatų nuomos vadybininkas
C000812_lt_008	turto administratorius
C000812_lt_009	turto valdymo agentas
C000812_lt_010	turto valdymo specialistas
C000813_lt_000	statybos technikas
C000813_lt_001	civilinės statybos technikas
C000813_lt_002	hidraulinės inžinerijos specialistas
C000813_lt_003	kelių inžinerijos specialistas
C000813_lt_004	statybos technikė
C000813_lt_005	statybos techninės priežiūros specialistas
C000814_lt_000	teismo tarnautojas
C000814_lt_001	teisininkas referentas
C000814_lt_002	teismo tarnautoja
C000815_lt_000	tekstilės gaminių modeliuotojas
C000815_lt_001	grafikos dizaineris
C000815_lt_002	mezginių modeliuotojas
C000815_lt_003	tekstilės dizaineris
C000815_lt_004	tekstilės gaminių modeliuotoja
C000816_lt_000	farmacijos kokybės kontrolės specialistas
C000816_lt_001	farmacijos kokybės kontrolės specialistė
C000817_lt_000	vandentiekos technikas
C000817_lt_001	antrinio perdirbimo specialistas
C000817_lt_002	aplinkosaugos sistemų technikas
C000817_lt_003	aplinkosaugos specialistas
C000817_lt_004	vandens ruošimo specialistas
C000817_lt_005	vandentiekos technikė
C000818_lt_000	briketavimo mašinų operatorius
C000818_lt_001	briketavimo mašinų operatorė
C000818_lt_002	briketų mašinų operatorius
C000819_lt_000	trapecinių diržų presavimo formų montuotojas
C000819_lt_001	V profilio trapecinių diržų montuotojas
C000819_lt_002	V profilio trapecinių diržų presavimo formų montuotojas
C000819_lt_003	trapecinių diržų presavimo formų montuotoja
C000820_lt_000	saldainių gaminimo įrenginių operatorius
C000820_lt_001	saldainių gaminimo įrenginių operatorė
C000820_lt_002	saldainių gamintojas
C000821_lt_000	virtuvės meistras
C000821_lt_001	virtuvės meistrė
C000821_lt_002	vyriausiasis virėjas
C000821_lt_003	šefas
C000822_lt_000	farmakologas
C000822_lt_001	biofarmakologas
C000822_lt_002	farmakologijos specialistas
C000822_lt_003	farmakologė
C000823_lt_000	informacinių ir ryšių technologijų avarinio atkūrimo analitikas
C000823_lt_001	IRT veiklos tęstinumo analitikas
C000823_lt_002	informacinių ir ryšių technologijų avarinio atkūrimo analitikė
C000823_lt_003	informacinių ir ryšių technologijų veiklos tęstinumo analitikas
C000823_lt_004	informacinių technologijų veiklos analitikas
C000823_lt_005	veiklos tęstinumo analitikas
C000824_lt_000	filigraninių dirbinių meistras
C000824_lt_001	auksakalys
C000824_lt_002	filigraninių dirbinių meistrė
C000824_lt_003	juvelyras
C000824_lt_004	juvelyrikos meistras
C000824_lt_005	juvelyrikos specialistas
C000825_lt_000	išskirtinių gabumų mokinių mokytojas
C000825_lt_001	išskirtinių gabumų mokinių mokytoja
C000825_lt_002	labai gabių mokinių mokytojas
C000826_lt_000	įterptųjų sistemų projektuotojas
C000826_lt_001	informacinių sistemų projektuotojas
C000826_lt_002	programinės įrangos projektuotojas
C000826_lt_003	techninės įrangos projektuotojas
C000826_lt_004	įterptųjų sistemų projektuotoja
C000827_lt_000	programinės įrangos testuotojas
C000827_lt_001	programinės įrangos bandytojas
C000827_lt_002	programinės įrangos testuotoja
C000827_lt_003	programinės įrangos tikrintojas
C000828_lt_000	sukimo mašinos operatorius
C000828_lt_001	sukimo mašinos operatorė
C000829_lt_000	kasyklos vadovas
C000829_lt_001	karjerų eksploatavimo vadovas
C000829_lt_002	kasyklos vadovė
C000830_lt_000	optikos technikas
C000830_lt_001	akinių gamintojas
C000830_lt_002	akinių gamybos technikas
C000830_lt_003	akių protezų gamintojas
C000830_lt_004	atestuotasis optikos technikas
C000830_lt_005	dirbtinių akių gamintojas
C000830_lt_006	kontaktinių lęšių gamintojas
C000830_lt_007	lęšių poliruotojas
C000830_lt_008	oftalmologijos laboratorijos technikas
C000830_lt_009	oftalmologijos laboratorijos technologas
C000830_lt_010	oftalmologijos technikas
C000830_lt_011	oftalmologijos technologas
C000830_lt_012	optikas
C000830_lt_013	optikos laboratorijos darbuotojas
C000830_lt_014	optikos laboratorijos gamybos technikas
C000830_lt_015	optikos laboratorijos inspektorius
C000830_lt_016	optikos priemonių gamybos technikas
C000830_lt_017	optikos priemonių technikas
C000830_lt_018	optikos technikė
C000831_lt_000	universiteto dėstytojo padėjėjas
C000831_lt_001	aukštosios mokyklos dėstytojo asistentas
C000831_lt_002	aukštosios mokyklos dėstytojo padėjėjas
C000831_lt_003	dėstytojo asistentas
C000831_lt_004	dėstytojo padėjėjas
C000831_lt_005	universiteto dėstytojo padėjėja
C000832_lt_000	kokybės vadovas
C000832_lt_001	kokybės užtikrinimo vadovas
C000832_lt_002	kokybės vadovė
C000833_lt_000	specializuotasis sporto aksesuarų pardavėjas
C000833_lt_001	specializuotasis sporto įrangos pardavėjas
C000833_lt_002	specializuotoji sporto aksesuarų pardavėja
C000833_lt_003	sporto parduotuvės pardavėjas
C000833_lt_004	sporto prekių pardavėjas
C000833_lt_005	sporto įrangos pardavėjas
C000834_lt_000	korepetitorius
C000834_lt_001	atsiliekančių mokinių mokytojas
C000834_lt_002	korepetitorė
C000834_lt_003	mokymosi sunkumų patiriančių mokinių mokytojas
C000834_lt_004	papildomas mokytojas
C000834_lt_005	repetitorius
C000835_lt_000	atsinaujinančiosios energijos konsultantas
C000835_lt_001	atsinaujinančiosios energijos konsultantė
C000835_lt_002	atsinaujinančiųjų išteklių energijos konsultantas
C000835_lt_003	konsultantas atsinaujinančiosios energijos klausimais
C000835_lt_004	konsultantas atsinaujinančiųjų išteklių energijos klausimais
C000835_lt_005	tvariosios energijos konsultantas
C000836_lt_000	sporto instruktorius
C000836_lt_001	sporto instruktorė
C000837_lt_000	sociologijos dėstytojas
C000837_lt_001	sociologijos docentas
C000837_lt_002	sociologijos dėstytoja
C000837_lt_003	sociologijos lektorius
C000837_lt_004	universiteto sociologijos dėstytojas
C000837_lt_005	universiteto sociologijos lektorius
C000838_lt_000	lošimų, lažybų ir loterijų dizaineris
C000838_lt_001	azartinių žaidimų dizaineris
C000838_lt_002	lažybų dizaineris
C000838_lt_003	loterijų dizaineris
C000838_lt_004	lošimų dizaineris
C000838_lt_005	lošimų, lažybų ir loterijų dizainerė
C000839_lt_000	gamybos inžinerijos technikas
C000839_lt_001	gamybos inžinerijos technikė
C000840_lt_000	švietimo aplinkosaugos klausimais specialistas
C000840_lt_001	aplinkosaugos dėstytojas
C000840_lt_002	aplinkosaugos mokytojas
C000840_lt_003	švietimo aplinkosaugos klausimais specialistė
C000841_lt_000	kineziologas
C000841_lt_001	kineziologijos specialistė
C000841_lt_002	kineziologė
C000841_lt_003	kineziterapeutas
C000841_lt_004	taikomasis kineziologas
C000842_lt_000	kosmetikos chemikas
C000842_lt_001	kosmetikos chemijos specialistas
C000842_lt_002	kosmetikos chemikė
C000842_lt_003	kosmetikos gaminių chemikas
C000842_lt_004	kosmetikos priemonių chemikas
C000842_lt_005	odos priežiūros priemonių chemikas
C000843_lt_000	aplinkosaugos mokslininkas
C000843_lt_001	aplinkosaugos mokslininkė
C000843_lt_002	aplinkosaugos tyrėjas
C000844_lt_000	sociologas
C000844_lt_001	sociologijos ekspertas
C000844_lt_002	sociologijos specialistas
C000844_lt_003	sociologė
C000845_lt_000	maisto prekybai gamintojas
C000845_lt_001	maisto prekybai gamintoja
C000845_lt_002	maisto produktų gamintojas
C000846_lt_000	laikrodininkas
C000846_lt_001	elektroninių laikrodžių meistras
C000846_lt_002	laikrodininkė
C000846_lt_003	laikrodžių gamintojas
C000846_lt_004	laikrodžių meistras
C000846_lt_005	mechaninių laikrodžių meistras
C000847_lt_000	avalynės konstruktorius technologas
C000847_lt_001	avalynės dizaineris konstruktorius
C000847_lt_002	avalynės inžinierius
C000847_lt_003	avalynės inžinierius technologas
C000847_lt_004	avalynės konstruktorė technologė
C000847_lt_005	avalynės modeliuotojas
C000847_lt_006	avalynės technologas
C000847_lt_007	gaminių technologas
C000848_lt_000	mašinų, pramonės įrangos, laivų ir orlaivių importo ir eksporto vadovas
C000848_lt_001	mašinų, pramonės įrangos, laivų ir orlaivių eksporto vadovas
C000848_lt_002	mašinų, pramonės įrangos, laivų ir orlaivių importo ir eksporto vadovė
C000848_lt_003	mašinų, pramonės įrangos, laivų ir orlaivių importo vadovas
C000848_lt_004	mašinų, pramonės įrangos, laivų ir orlaivių tarptautinės prekybos vadovas
C000849_lt_000	maišymo įrenginių operatorius
C000849_lt_001	maišymo mašinų operatorius
C000849_lt_002	maišymo įrenginių operatorė
C000850_lt_000	padangų vulkanizuotojas
C000850_lt_001	padangų montuotojas
C000850_lt_002	padangų remontininkas
C000850_lt_003	padangų taisytojas
C000850_lt_004	padangų technikas
C000850_lt_005	padangų vulkanizuotoja
C000851_lt_000	kokilių mašinos darbininkas
C000851_lt_001	kokilių mašinos darbininkė
C000851_lt_002	liejikas
C000851_lt_003	liejimo meistras
C000851_lt_004	liejimo proceso prižiūrėtojas
C000851_lt_005	metalinių liejimo formų technikas
C000852_lt_000	informacinių ir ryšių technologijų pagalbos tarnybos vadovas
C000852_lt_001	IRT pagalbos tarnybos vadovas
C000852_lt_002	informacinių ir ryšių technologijų pagalbos tarnybos vadovė
C000852_lt_003	informacinių ir ryšių technologijų pagalbos vartotojui vadovas
C000852_lt_004	informacinių technologijų pagalbos tarnybos vadovas
C000853_lt_000	specializuotasis knygų pardavėjas
C000853_lt_001	knygyno pardavėjas
C000853_lt_002	knygų ir raštinių prekių pardavėjas
C000853_lt_003	knygų pardavėjas
C000853_lt_004	specializuotoji knygų pardavėja
C000854_lt_000	hidroelektrinės operatorius
C000854_lt_001	hidroelektrinės darbuotojas
C000854_lt_002	hidroelektrinės operatorė
C000854_lt_003	hidroelektrinės technikas
C000854_lt_004	vandens jėgainės darbuotojas
C000854_lt_005	vandens jėgainės operatorius
C000854_lt_006	vandens jėgainės technikas
C000855_lt_000	pėsčiųjų perėjos inspektorius
C000855_lt_001	pėsčiųjų eismo stebėtojas
C000855_lt_002	pėsčiųjų perėjos inspektorė
