C000001_sv_000	Militära yrken
C001335_sv_000	tvålmaskinskötare
C001336_sv_000	handläggare, kommunutveckling
C001336_sv_001	utredare, kommunutveckling
C001337_sv_000	trådbussförare
C001337_sv_001	busschaufför, trådbuss
C001337_sv_002	bussförare, trådbuss
C001338_sv_000	specialiserad säljare, hörhjälpmedel
C001338_sv_001	hörhjälpmedelssäljare
C001338_sv_002	specialiserad säljare, hörtekniska hjälpmedel
C001339_sv_000	jungman
C001340_sv_000	regionchef, detaljhandel
C001341_sv_000	glasgravör
C001341_sv_001	glasetsare
C001342_sv_000	studievägledare, socialtjänsten
C001343_sv_000	maskinoperatör, tvålpressning
C001344_sv_000	operatör automatisk optisk avsyningsutrustning
C001344_sv_001	avsyningsoperatör
C001344_sv_002	operatör optisk avsyning
C001344_sv_003	operatör optisk avsyningsutrustning
C001345_sv_000	metallsågare
C001345_sv_001	bandsågare
C001345_sv_002	kallsågare
C001345_sv_003	maskinoperatör, metallsåg
C001346_sv_000	butikschef, byggmaterial
C001346_sv_001	butikschef, byggvaror
C001347_sv_000	cykelbud
C001348_sv_000	grossist
C001349_sv_000	förhandlare av turistavtal
C001349_sv_001	avtalschef
C001349_sv_002	avtalsförhandlare
C001349_sv_003	förhandlare av hotellavtal
C001349_sv_004	förhandlare av turistavtalen
C001349_sv_005	reseavtalsförhandlare
C001349_sv_006	turistavtalsförhandlare
C001350_sv_000	importspeditör, järnhandelsvaror och VVS-armatur
C001350_sv_001	exportspeditör, järnhandelsvaror och VVS-armatur
C001351_sv_000	forskare, socialt arbete
C001352_sv_000	verksamhetschef, kläder
C001352_sv_001	verksamhetsansvarig, kläder
C001353_sv_000	fiskerikonsulent
C001354_sv_000	mobilitetschef
C001354_sv_001	chef för stadsmobilitet
C001354_sv_002	mobilitet programkoordinator
C001354_sv_003	mobilitetslösningsansvarig
C001354_sv_004	rörlighetschef
C001354_sv_005	smart stadsplanerare
C001355_sv_000	förändringsledare inom IKT
C001355_sv_001	Konfigurationshanteraren
C001355_sv_002	applikations livscykelhanterare
C001355_sv_003	devops ingenjör
C001355_sv_004	devops specialist
C001355_sv_005	förändringsledare inom IT
C001355_sv_006	konfigurationshanterare
C001355_sv_007	programvaruändring och konfigurationshanterare
C001356_sv_000	socionom, gerontologi
C001357_sv_000	fotbollstränare
C001358_sv_000	ansvarig för tuggummimaskin
C001358_sv_001	ansvariga för tuggummiproduktion
C001358_sv_002	arbetare inom tuggummiproduktion
C001358_sv_003	tuggummiproduktionsansvarig
C001358_sv_004	tuggummiproduktionsarbetare
C001359_sv_000	servicetekniker, maskin
C001359_sv_001	servicemekaniker
C001359_sv_002	servicetekniker
C001359_sv_003	snabbservicemekaniker
C001360_sv_000	video- och filmproducent
C001361_sv_000	trader, aktiemarknaden
C001362_sv_000	Steinerlärare
C001363_sv_000	slipare, snickeri
C001363_sv_001	slipare
C001363_sv_002	ytslipare
C001364_sv_000	blästrare
C001365_sv_000	garvare
C001365_sv_001	garvningsexpert
C001365_sv_002	garvningskoordinator
C001365_sv_003	garvningsproffs
C001365_sv_004	garvningsteknolog
C001366_sv_000	butikschef, fisk och skaldjur
C001367_sv_000	chef, verksamhetsstödjande tjänster
C001367_sv_001	chef, företagstjänster
C001368_sv_000	intonatör
C001369_sv_000	flygledare
C001369_sv_001	flygledarassistent
C001370_sv_000	lektor, veterinärmedicin
C001371_sv_000	ansvarig för jäsningslokal
C001371_sv_001	ansvariga för jäsningslokal
C001371_sv_002	arbetare i jäsningslokal
C001371_sv_003	jäsningslokalansvarig
C001371_sv_004	jäsningslokalarbetare
C001372_sv_000	modellmakare
C001373_sv_000	hotellvaktmästare
C001373_sv_001	piccolo
C001374_sv_000	biluthyrare
C001375_sv_000	chef för telekommunikation
C001375_sv_001	ansvarig för telekommunikation
C001375_sv_002	chefer för telekommunikation
C001375_sv_003	telekomansvarig
C001375_sv_004	telekommunikationschefer
C001376_sv_000	VVS-ingenjör
C001376_sv_001	VVS-tekniker
C001376_sv_002	kylingenjör
C001376_sv_003	ventilationsingenjör
C001376_sv_004	värmeingenjör
C001377_sv_000	brottsplatsundersökare
C001377_sv_001	kriminaltekniker
C001378_sv_000	studieassistent
C001379_sv_000	databasintegrator
C001379_sv_001	dataförstärkare
C001379_sv_002	dataintegrator
C001379_sv_003	integrator av databas
C001380_sv_000	importspeditör, drycker
C001380_sv_001	exportspeditör, drycker
C001381_sv_000	musikterapeut
C001382_sv_000	lektor, tandläkarvetenskap
C001383_sv_000	provsmakare, kaffe
C001383_sv_001	kvalitetsbedömare, kaffe
C001384_sv_000	tvätteriarbetare, strykning
C001384_sv_001	tvättbiträde
C001384_sv_002	tvätteriarbetare
C001385_sv_000	flygplanslastare
C001385_sv_001	ramparbetare
C001386_sv_000	volontäransvarig
C001386_sv_001	samhällsengagemangskoordinator
C001386_sv_002	utvecklingschef för volontärarbete
C001386_sv_003	volontärengagemangskoordinator
C001386_sv_004	volontärkoordinator
C001386_sv_005	volontärprogramchef
C001386_sv_006	volontärprogramsamordnare
C001387_sv_000	maskinoperatör, läderproduktion
C001388_sv_000	forskningsingenjör
C001389_sv_000	yrkeslärare, företagsadministration
C001390_sv_000	klimatolog
C001391_sv_000	badrumsinstallatör
C001391_sv_001	VVS-montör
C001391_sv_002	badrumsmontör
C001392_sv_000	maskinoperatör, lädervaror
C001393_sv_000	fondförvaltare, finansiella institut
C001394_sv_000	kampanjansvarig
C001395_sv_000	montör, elektrisk utrustning
C001396_sv_000	drifttekniker, förbränningsstation
C001397_sv_000	pilatesinstruktör
C001398_sv_000	it-tekniker
C001398_sv_001	IKT-expert
C001398_sv_002	IKT-tekniker
C001398_sv_003	IT-ansvarig
C001398_sv_004	it-expert
C001399_sv_000	idrottstränare
C001400_sv_000	stenkrossmaskinist
C001400_sv_001	fräsare
C001400_sv_002	kipphyvlare
C001400_sv_003	planfräsare
C001400_sv_004	planhyvlare, sten
C001401_sv_000	grossist, hudar, skinn och läder
C001402_sv_000	institutionsmäklare
C001403_sv_000	importspeditör, blommor och växter
C001403_sv_001	exportspeditör, blommor och växter
C001404_sv_000	kassaoperatör, spel
C001405_sv_000	civilingenjör, järnväg
C001405_sv_001	järnvägsingenjör
C001406_sv_000	byggarbetsmiljösamordnare
C001407_sv_000	administrativ chef, domstol
C001408_sv_000	ritare, rullande materiel
C001408_sv_001	konstruktör
C001408_sv_002	konstruktör, rullande material
C001408_sv_003	ritare, lok och vagn
C001409_sv_000	dagbarnvårdare
C001410_sv_000	toxikolog
C001411_sv_000	ingenjör, borrning
C001412_sv_000	rådgivare, humanitära kriser
C001413_sv_000	skomodellör, CAD
C001414_sv_000	specialiserad säljare, datorspel, multimedia och programvara
C001414_sv_001	multimediasäljare
C001414_sv_002	programvarusäljare
C001415_sv_000	drift- och underhållsingenjör, vattenrening
C001415_sv_001	underhållstekniker, avlopp
C001416_sv_000	medlare
C001417_sv_000	minister
C001417_sv_001	departementschef
C001417_sv_002	statsminister
C001417_sv_003	statsråd
C001418_sv_000	arbetsledare, tillverkning
C001419_sv_000	sprängingenjör
C001420_sv_000	skodesigner med 3D-datorstöd
C001420_sv_001	3D-skor expert
C001420_sv_002	3D-skor utvecklare
C001420_sv_003	Produktdesigner och utvecklare för 3D-skor
C001420_sv_004	produktdesigner och utvecklare med hjälp av 3D inom skoindustri
C001420_sv_005	skor 3D-datorstödd designutvecklare
C001421_sv_000	tatuerare/piercare
C001421_sv_001	body artist
C001421_sv_002	kroppskonstnär
C001421_sv_003	kroppsmålare
C001421_sv_004	piercare
C001422_sv_000	massablekare
C001423_sv_000	marknadsförare, nätverk
C001424_sv_000	operatör, additiv tillverkning i metall
C001424_sv_001	3D-printetekniker i metall
C001424_sv_002	AM-operatör
C001424_sv_003	AM-tekniker
C001424_sv_004	additiv tillverkningstekniker
C001424_sv_005	metall AM-operatör
C001424_sv_006	metall AM-tekniker
C001424_sv_007	tillverkare av metalladditiv
C001424_sv_008	tillverkare av metalltillsatser
C001425_sv_000	dekorationsmålare
C001426_sv_000	innertaksmontör
C001426_sv_001	innertakmontör
C001426_sv_002	takmontör
C001426_sv_003	tätskiktsmontör
C001427_sv_000	bensinstationsbiträde
C001427_sv_001	bensinmacksbiträde
C001427_sv_002	bensinstationspersonal
C001427_sv_003	servicebiträde, bensinstation
C001428_sv_000	kärnborrare
C001428_sv_001	oljeplattformsarbetare, borrtorn
C001428_sv_002	tornman
C001429_sv_000	Kontrolltekniker, kemiteknik, rostskydd
C001430_sv_000	produktutvecklingstekniker
C001431_sv_000	båtinredare
C001432_sv_000	resmålsansvarig
C001432_sv_001	ansvarig för resmål
C001432_sv_002	chef för resmål
C001432_sv_003	resmålsansvariga
C001432_sv_004	resmålschef
C001433_sv_000	operatör av tunga maskiner under jord
C001433_sv_001	operatör av tung utrustning under jord
C001434_sv_000	väghyvelförare
C001435_sv_000	arbetsförmedlare
C001436_sv_000	importchef, parfymer och kosmetika
C001436_sv_001	exportchef, parfymer och kosmetika
C001437_sv_000	domstolssekreterare, korrekturläsning
C001438_sv_000	ingenjör, solenergi
C001439_sv_000	kontrollant, rullande materiel
C001440_sv_000	tecknare
C001441_sv_000	skorstensfejartekniker
C001441_sv_001	skorstensfejaringenjör
C001441_sv_002	skorstensfejarmästare
C001442_sv_000	importchef, kaffe, te, kakao och kryddor
C001442_sv_001	exportchef, kaffe, te, kakao och kryddor
C001443_sv_000	planhyvlare, trä
C001443_sv_001	maskinoperatör, planhyvel
C001444_sv_000	arbetsledare, tillverkning, optiska instrument
C001445_sv_000	anläggningsmaskinförare, vägvält
C001445_sv_001	vägvältsförare
C001446_sv_000	livsmedelsarbetare, mejeriprodukter
C001447_sv_000	hydrograf
C001448_sv_000	keramikpressare
C001448_sv_001	maskinoperatör, skruvpress
C001449_sv_000	hälsovårdsinspektör
C001450_sv_000	batteritestare
C001451_sv_000	dörrvaktmästare
C001452_sv_000	beteendevetare
C001453_sv_000	tekniker, fordonsindustrin
C001453_sv_001	bilsystemingenjör
C001453_sv_002	fordonstekniker
C001453_sv_003	ingenjör, bilsystemteknik
C001454_sv_000	markplanerare
C001455_sv_000	glaspolerare
C001456_sv_000	distributionschef, jordbruksråvaror, utsäde och djurfoder
C001456_sv_001	logistikchef, jordbruksråvaror, utsäde och djurfoder
C001457_sv_000	maskinoperatör, ytbehandling, trä
C001458_sv_000	tvätterichef
C001458_sv_001	chef, kemtvätt
C001458_sv_002	chef, tvättservice
C001459_sv_000	budgetchef
C001460_sv_000	chef, säkerhet på flygsidan
C001460_sv_001	chef, säkerhet på airside
C001460_sv_002	säkerhetschef, airside
C001460_sv_003	säkerhetschef, flygsidan
C001461_sv_000	distributionsförare
C001462_sv_000	musikarrangör
C001463_sv_000	avvattningstekniker
C001463_sv_001	dräneringstekniker
C001464_sv_000	IKT-kapacitetsplanerare
C001464_sv_001	IKT-resultatchef
C001464_sv_002	IT-kapacitetsplanerare
C001465_sv_000	chef, metallindustri
C001466_sv_000	gårdsmästare
C001466_sv_001	ansvarig för driften av gården
C001466_sv_002	driftledare på gård
C001466_sv_003	driftledare, gård
C001466_sv_004	gårdschef
C001466_sv_005	gårdsmästarna
C001466_sv_006	mästare på gård
C001467_sv_000	instruktör för flygledare
C001468_sv_000	arbetsledare, tillverkning plast- och gummiprodukter
C001469_sv_000	IKT-applikationskonfigurator
C001469_sv_001	appkonfigurator
C001469_sv_002	applikationsändrare
C001469_sv_003	programkonfigurator
C001469_sv_004	programändrare
C001470_sv_000	lärare, digital kompetens
C001471_sv_000	chef, kreditföretag
C001471_sv_001	chef, kreditförening
C001472_sv_000	laboratorietekniker, kvalitetskontroll, lädervaror
C001473_sv_000	VVS-montör
C001473_sv_001	avloppsinstallatör
C001473_sv_002	avloppsmontör
C001473_sv_003	spolare
C001474_sv_000	yrkeslärare, elektricitet och energi
C001475_sv_000	naturterapeut
C001475_sv_001	fytoterapeut
C001475_sv_002	örtterapeut
C001476_sv_000	butikschef, ljud- och bildanläggningar
C001476_sv_001	butikschef, audio- och videoutrustning
C001477_sv_000	trafiklärare, buss
C001477_sv_001	tungutbildare, buss
C001478_sv_000	brunnsgrävare
C001479_sv_000	kontaktspårare
C001479_sv_001	call center kontakt spårningsrepresentant
C001479_sv_002	coronavirus-fältagent
C001479_sv_003	covid contact spårare
C001479_sv_004	covid sjukdomsutredare
C001479_sv_005	covid-spårare
C001479_sv_006	klinisk kontaktärenden
C001479_sv_007	kontakt spårande volontär
C001479_sv_008	kontakta spåraren
C001479_sv_009	kontakta spårningsrepresentant
C001479_sv_010	kontakta spårningsspecialist
C001479_sv_011	kontakta spårningsstöd
C001479_sv_012	kontaktaspårningsmedarbetare
C001479_sv_013	kontaktspårande volontär
C001480_sv_000	fotografilärare
C001480_sv_001	fotolärare
C001481_sv_000	yrkeslärare, verkstads- och maskinpraktik
C001482_sv_000	anläggningsarbetare
C001483_sv_000	helikopterpilot
C001483_sv_001	helikopterförare
C001484_sv_000	badmästare
C001484_sv_001	badvärd
C001484_sv_002	livräddare
C001485_sv_000	marknadsföringskonsult
C001485_sv_001	marknadsföringsspecialist
C001486_sv_000	marknadskonsult
C001487_sv_000	lektor, journalistik
C001488_sv_000	processövervakare, gasanläggning
C001489_sv_000	servicetekniker vid anläggning för havsbaserad förnybar energi
C001489_sv_001	ORE-anläggningsoperatör
C001489_sv_002	havsbaserad vindkraftsoperatör
C001489_sv_003	marin vindkraftsoperatör
C001489_sv_004	marin vindkraftstekniker
C001489_sv_005	marina tidvattenströmoperatör
C001489_sv_006	marina våg energi operatör
C001489_sv_007	operatör för havsenergiplattor
C001489_sv_008	operatör för marin förnybar energi
C001489_sv_009	operatör för vågkraftverk
C001489_sv_010	tidvattenoperatör
C001489_sv_011	vindkrafttekniker för havsbaserad vindkraft
C001489_sv_012	våg energi operatör
C001489_sv_013	våg gård operatör
C001489_sv_014	vågenergitekniker
C001490_sv_000	butikschef, ur, guldsmedsvaror och smycken
C001491_sv_000	mudderverkskötare
C001492_sv_000	ingenjör, flytande bränsle
C001493_sv_000	evenemangstekniker
C001494_sv_000	marknadsassistent
C001495_sv_000	fotojournalist
C001496_sv_000	kantmaskinoperatör
C001497_sv_000	grossist, farmaceutiska produkter
C001498_sv_000	språkingenjör
C001498_sv_001	ingenjör, språkteknologi
C001499_sv_000	nöjesansvarig
C001499_sv_001	ansvarig för underhållning
C001499_sv_002	nöjeschef
C001499_sv_003	underhållningschef
C001500_sv_000	pedikyrist
C001501_sv_000	styckare, halal
C001501_sv_001	charkuterist, halal
C001501_sv_002	halalstyckare
C001501_sv_003	köttmästare, halal
C001502_sv_000	animatör
C001503_sv_000	garnspinnare
C001504_sv_000	lektor, kommunikationsvetenskap
C001505_sv_000	servicetekniker, uttagsautomat
C001505_sv_001	servicetekniker, bankomat
C001506_sv_000	installationselektriker
C001507_sv_000	kvalitetsingenjör för spel
C001508_sv_000	distributionschef, trä- och byggvaror
C001508_sv_001	logistikchef, trä- och byggvaror
C001509_sv_000	makeup-artist
C001509_sv_001	make-up artist
C001509_sv_002	make-up-artist
C001509_sv_003	makeupartist
C001509_sv_004	sminkör
C001509_sv_005	sminkös
C001510_sv_000	försäkringsgivare, sakförsäkringar
C001511_sv_000	oenolog
C001511_sv_001	oenologer
C001511_sv_002	vinkunnig
C001511_sv_003	vinrådgivare
C001511_sv_004	önolog
C001512_sv_000	sommelier
C001512_sv_001	sommelierer på restaurang
C001512_sv_002	vinexpert
C001512_sv_003	vinkypare
C001512_sv_004	vinservitris
C001512_sv_005	vinservitör
C001513_sv_000	maskinoperatör, bokbinderi
C001513_sv_001	bokbinderiarbetare
C001513_sv_002	bokbinderitekniker
C001514_sv_000	lexikograf
C001515_sv_000	lotterichef
C001516_sv_000	fraktspeditör
C001517_sv_000	kiropraktor
C001518_sv_000	glassmältare
C001518_sv_001	dragschaktsoperatör
C001519_sv_000	gruppledare på snabbmatsrestaurang
C001519_sv_001	gruppansvarig på snabbmatsrestaurang
C001519_sv_002	gruppchef på snabbmatsrestaurang
C001519_sv_003	gruppledare på snabbmatsrestauranger
C001519_sv_004	ledare av grupp på snabbmatsrestaurang
C001520_sv_000	företagssäljare, VVS
C001521_sv_000	planslipmaskinoperatör
C001522_sv_000	gruvarbetare vid dagbrott
C001523_sv_000	maskinoperatör, sulning och klackning
C001524_sv_000	verksamhetschef, vårdenhet
C001524_sv_001	klinikchef
C001524_sv_002	sjukhemschef
C001524_sv_003	verksamhetschef, BVC
C001524_sv_004	verksamhetschef, MVC
C001524_sv_005	verksamhetschef, barnavårdscentral
C001524_sv_006	verksamhetschef, distriktsköterskemottagning
C001524_sv_007	verksamhetschef, klinik
C001524_sv_008	verksamhetschef, läkarmottagning
C001524_sv_009	verksamhetschef, länssjukhus
C001524_sv_010	verksamhetschef, mödravårdscentral
C001524_sv_011	verksamhetschef, primärvårdsmottagning
C001524_sv_012	verksamhetschef, regionsjukhus
C001524_sv_013	verksamhetschef, sjukhus
C001524_sv_014	verksamhetschef, sjukvårdsinrättning
C001524_sv_015	verksamhetschef, vårdcentral
C001524_sv_016	verksamhetschef, vårdhem
C001524_sv_017	vårdföreståndare
C001525_sv_000	plastarbetare
C001525_sv_001	maskinoperatör, upprullning av isoleringsrör
C001526_sv_000	materialingenjör
C001527_sv_000	skattehandläggare
C001528_sv_000	gruppbefäl
C001528_sv_001	furir
C001528_sv_002	korpral
C001528_sv_003	sergeant
C001529_sv_000	biomedicinsk analytiker, patologi
C001530_sv_000	processoperatör, värmebehandling
C001531_sv_000	hästdressör
C001531_sv_001	hästtränare
C001532_sv_000	fordonstekniker
C001532_sv_001	bilmekaniker
C001532_sv_002	biltekniker
C001532_sv_003	bussmekaniker
C001532_sv_004	busstekniker
C001532_sv_005	lastbilsmekaniker
C001532_sv_006	lastbilstekniker
C001532_sv_007	maskintekniker
C001532_sv_008	personbilsmekaniker
C001532_sv_009	personbilstekniker
C001533_sv_000	specialiserad säljare, second hand
C001533_sv_001	butikssäljare, andrahandsbutik
C001533_sv_002	butikssäljare, second hand
C001533_sv_003	butikssäljare, vintage
C001534_sv_000	medlemskapsansvarig
C001534_sv_001	medlemsvärvare
C001535_sv_000	socionom
C001535_sv_001	socialarbetare
C001536_sv_000	specialiserad säljare, möbler
C001536_sv_001	butikssäljare, möbler
C001536_sv_002	försäljare, möbelbutik
C001536_sv_003	möbelförsäljare
C001537_sv_000	miljöskyddschef
C001537_sv_001	miljöchef
C001538_sv_000	affärsanalyschef, IKT
C001538_sv_001	IKT-affärsanalyschef
C001538_sv_002	IKT-företagsanalyschefer
C001538_sv_003	IT-affärsanalyschef
C001538_sv_004	IT-affärsanalytiker
C001538_sv_005	affärsanalytiker
C001538_sv_006	ansvarig för IT-affärsanalys
C001538_sv_007	chefer för företagsanalyser inom IKT
C001539_sv_000	arbetsledare, tryckeri
C001540_sv_000	pappersmaskinförare
C001541_sv_000	cylinderslipare
C001542_sv_000	expert på livsmedelsteknik
C001542_sv_001	experter på livsmedelsteknologi
C001542_sv_002	specialist på livsmedelsteknologi
C001542_sv_003	specialist på matteknologi
C001543_sv_000	sjötransportör
C001543_sv_001	NVOCC
C001543_sv_002	Non-Vessel Operating Common Carrier
