C000001_ro_000	Forțele armate
C001387_ro_005	educator puericultor
C001387_ro_006	îngrijitoare de copii
C001387_ro_007	îngrijitor copii
C001387_ro_008	îngrijitor de copii
C001388_ro_000	toxicolog/toxicologă
C001388_ro_001	cercetător în toxicologie
C001388_ro_002	cercetător științific în domeniul toxicologiei
C001388_ro_003	expert în toxicologie
C001388_ro_004	toxicolog
C001388_ro_005	toxicologă
C001389_ro_000	inginer foraj/ingineră foraj
C001389_ro_001	inginer foraj
C001389_ro_002	ingineră foraj
C001390_ro_000	consilier umanitar/consilieră umanitară
C001390_ro_001	consilier umanitar
C001390_ro_002	consilieră umanitară
C001390_ro_003	consultant pe teme umanitare
C001390_ro_004	consultant umanitar
C001390_ro_005	consultantă pe teme umanitare
C001390_ro_006	lucrătoare umanitară
C001390_ro_007	lucrător umanitar
C001391_ro_000	confecționer șabloane încălțăminte în CAD/confecționeră șabloane încălțăminte în CAD
C001391_ro_001	confecționer șabloane încălțăminte în CAD
C001391_ro_002	confecționeră șabloane încălțăminte în CAD
C001391_ro_003	creator-modelier încălțăminte
C001391_ro_004	modelier tehnic încălțăminte
C001391_ro_005	operatoare CAD
C001391_ro_006	operator CAD
C001392_ro_000	vânzător specializat jocuri PC, multimedia și software
C001392_ro_001	vânzător jocuri PC
C001392_ro_002	vânzător jocuri PC și software
C001392_ro_003	vânzător multimedia
C001392_ro_004	vânzător software
C001392_ro_005	vânzător software și multimedia
C001392_ro_006	vânzător specializat jocuri PC
C001392_ro_007	vânzător specializat jocuri PC și software
C001392_ro_008	vânzător specializat multimedia
C001392_ro_009	vânzător specializat software
C001392_ro_010	vânzător specializat software și multimedia
C001393_ro_000	tehnician mecanic pentru reparații și întreținere conducte
C001394_ro_000	mediator
C001395_ro_000	ministru
C001395_ro_001	ministru consilier
C001395_ro_002	ministru de stat
C001395_ro_003	ministru plenipotențiar
C001395_ro_004	prim-ministru
C001396_ro_000	șef de producție
C001397_ro_000	inginer minier specializat în utilizarea materialelor explozive
C001398_ro_000	artist tatuator
C001398_ro_001	artist modificări corporale
C001399_ro_000	albitor pastă hârtie/albitoare pastă hârtie
C001399_ro_001	albitoare pastă hârtie
C001399_ro_002	albitor pastă hârtie
C001399_ro_003	tehnician albire pastă hârtie
C001399_ro_004	tehnician în industria celulozei și hârtiei
C001400_ro_000	specialist marketing în rețea/specialistă marketing în rețea
C001400_ro_001	specialist marketing în rețea
C001400_ro_002	specialist network marketing
C001400_ro_003	specialistă marketing în rețea
C001400_ro_004	vânzătoare la domiciliu
C001400_ro_005	vânzătoare la domiciliul clientului pe bază de comandă
C001400_ro_006	vânzător la domiciliu
C001400_ro_007	vânzător la domiciliul clientului pe bază de comandă
C001401_ro_000	pictor decorator/pictoriță decoratoare
C001401_ro_001	pictor decorator
C001401_ro_002	pictoriță decoratoare
C001402_ro_000	montator tavane/montatoare tavane
C001402_ro_001	montatoare plafoane
C001402_ro_002	montatoare plafoane suspendate
C001402_ro_003	montatoare tavane
C001402_ro_004	montatoare tavane acustice
C001402_ro_005	montatoare tavane false
C001402_ro_006	montatoare tavane suspendate
C001402_ro_007	montatoare tavane și pereți din ghips carton
C001402_ro_008	montator plafoane
C001402_ro_009	montator plafoane suspendate
C001402_ro_010	montator tavane
C001402_ro_011	montator tavane acustice
C001402_ro_012	montator tavane false
C001402_ro_013	montator tavane suspendate
C001402_ro_014	montator tavane și pereți din ghips carton
C001403_ro_000	vânzător specializat stație distribuție carburanți
C001403_ro_001	vânzător benzinărie
C001403_ro_002	vânzător cu atribuții de coordonare a turei de lucru stație distribuție carburanți
C001403_ro_003	vânzător specializat benzinărie
C001403_ro_004	vânzător specializat stație de benzină
C001403_ro_005	vânzător stație de benzină
C001403_ro_006	vânzător stație distribuție carburanți
C001404_ro_000	sondor la forajul mecanizat și reparații sonde/sondoare la forajul mecanizat și reparații sonde
C001404_ro_001	sondoare la forajul mecanizat și reparații sonde
C001404_ro_002	sondor foraj
C001404_ro_003	sondor foraj extracție
C001404_ro_004	sondor gaze
C001404_ro_005	sondor la forajul mecanizat și reparații sonde
C001404_ro_006	sondor petrol
C001404_ro_007	sondor petrol gaze
C001405_ro_000	tehnician coroziune
C001406_ro_000	tehnician dezvoltare/tehniciană dezvoltare
C001406_ro_001	tehnician dezvoltare
C001406_ro_002	tehniciană dezvoltare
C001407_ro_000	tapițer ambarcațiuni
C001407_ro_001	confecționer mobilier ambarcațiuni
C001407_ro_002	confecționeră mobilier ambarcațiuni
C001407_ro_003	tapițer
C001408_ro_000	manager în activitatea de turism
C001408_ro_001	directoare de programe turistice
C001408_ro_002	director de programe turistice
C001408_ro_003	responsabil cu oferta de destinații turistice
C001408_ro_004	responsabilă cu oferta de destinații turistice
C001408_ro_005	șef compartiment programe turistice
C001409_ro_000	operator utilaje și echipamente pentru minerit subteran/operatoare utilaje și echipamente pentru minerit subteran
C001409_ro_001	inginer mecanic mașini instalații miniere
C001409_ro_002	miner în subteran
C001409_ro_003	miner în subteran pentru construcții
C001409_ro_004	operatoare utilaje și echipamente pentru minerit subteran
C001409_ro_005	operator utilaje și echipamente pentru minerit subteran
C001409_ro_006	tehnician minier
C001410_ro_000	operator la mașină de nivelat/operatoare la mașină de nivelat
C001410_ro_001	mașinist la mașini pentru terasamente
C001410_ro_002	mașinistă la mașini pentru terasamente
C001410_ro_003	operatoare la mașină de nivelat
C001410_ro_004	operatoare utilaje construcții
C001410_ro_005	operator la mașină de nivelat
C001410_ro_006	operator utilaje construcții
C001411_ro_000	funcționar ocuparea forței de muncă/funcționară ocuparea forței de muncă
C001411_ro_001	funcționar ocuparea forței de muncă
C001411_ro_002	funcționară ocuparea forței de muncă
C001412_ro_000	director import export parfumuri și produse cosmetice
C001413_ro_000	corector stenograme
C001414_ro_000	inginer sisteme electrice cu energie solară/ingineră sisteme electrice cu energie solară
C001414_ro_001	consilier inginer sisteme electrice cu energie solară
C001414_ro_002	expert inginer sisteme electrice cu energie solară
C001414_ro_003	inginer sisteme electrice cu energie solară
C001414_ro_004	ingineră sisteme electrice cu energie solară
C001415_ro_000	revizor tehnic material rulant
C001416_ro_000	desenator/desenatoare
C001416_ro_001	desenatoare
C001416_ro_002	desenator
C001416_ro_003	desenator artistic
C001417_ro_000	coșar coordonator
C001417_ro_001	coșar șef
C001417_ro_002	hornar coordonator
C001417_ro_003	hornar șef
C001418_ro_000	director import export cafea, ceai, cacao și mirodenii
C001419_ro_000	fasonator cherestea/fasonatoare cherestea
C001419_ro_001	fasonatoare cherestea
C001419_ro_002	fasonator cherestea
C001419_ro_003	operatoare la mașină de rindeluit la grosime
C001419_ro_004	operatoare rindeluire
C001419_ro_005	operator la mașină de rindeluit la grosime
C001419_ro_006	operator rindeluire
C001420_ro_000	șef de producție instrumente optice/șefă de producție instrumente optice
C001420_ro_001	șef de producție instrumente optice
C001420_ro_002	șefă de producție instrumente optice
C001421_ro_000	operator cilindru compactor/operatoare cilindru compactor
C001421_ro_001	lucrătoare în construcții de drumuri
C001421_ro_002	lucrător în construcții de drumuri
C001421_ro_003	operatoare cilindru compactor
C001421_ro_004	operatoare cilindru compactor vibrant
C001421_ro_005	operatoare compactor
C001421_ro_006	operator cilindru compactor
C001421_ro_007	operator cilindru compactor vibrant
C001421_ro_008	operator compactor
C001421_ro_009	operator rulou compactor cu vibrații
C001422_ro_000	preparator produse lactate/preparatoare produse lactate
C001422_ro_001	preparatoare brânză
C001422_ro_002	preparatoare frișcă
C001422_ro_003	preparatoare produse lactate
C001422_ro_004	preparatoare unt
C001422_ro_005	preparatoare îmghețată
C001422_ro_006	preparator brânză
C001422_ro_007	preparator frișcă
C001422_ro_008	preparator produse lactate
C001422_ro_009	preparator unt
C001422_ro_010	preparator înghețată
C001422_ro_011	smântânitoare
C001422_ro_012	smântânitor
C001423_ro_000	inginer hidrograf
C001423_ro_001	analist hidrograf
C001423_ro_002	hidrograf
C001423_ro_003	hidrografă
C001423_ro_004	inginer de cercetare în hidrografie
C001423_ro_005	ingineră de cercetare în hidrografie
C001424_ro_000	operator presă elicoidală/operatoare presă elicoidală
C001424_ro_001	operatoare extruder
C001424_ro_002	operatoare presă elicoidală
C001424_ro_003	operator extruder
C001424_ro_004	operator presă elicoidală
C001425_ro_000	inspector sanitar
C001426_ro_000	tehnician control baterii/tehniciană control baterii
C001426_ro_001	tehnician control baterii
C001426_ro_002	tehnician verificare acumulatoare
C001426_ro_003	tehnician verificare baterii
C001426_ro_004	tehniciană control baterii
C001427_ro_000	portar bagajist
C001427_ro_001	portar-bagajist
C001428_ro_000	cercetător în științe comportamentale
C001428_ro_001	analist comportamental
C001428_ro_002	asistent de cercetare în științe comportamentale
C001429_ro_000	tehnician mecanic auto
C001430_ro_000	proiectant în domeniul sistematizării terenului/proiectantă în domeniul sistematizării terenului
C001430_ro_001	proiectant în domeniul sistematizării terenului
C001430_ro_002	proiectantă în domeniul sistematizării terenului
C001431_ro_000	șlefuitor-sablator geam
C001431_ro_001	polizor de sticlă
C001431_ro_002	sablator produse din sticlă
C001431_ro_003	tăietoare geam
C001431_ro_004	tăietor geam
C001432_ro_000	director distribuție materii prime agricole, semințe și furaje
C001432_ro_001	manager distribuție materii prime agricole, semințe și furaje
C001433_ro_000	operator uscător material lemnos/operatoare uscător material lemnos
C001433_ro_001	operatoare cuptor de uscare
C001433_ro_002	operatoare cuptor de uscat
C001433_ro_003	operatoare etuvă
C001433_ro_004	operatoare uscător material lemnos
C001433_ro_005	operator cuptor de uscare
C001433_ro_006	operator cuptor de uscat
C001433_ro_007	operator etuvă
C001433_ro_008	operator uscător material lemnos
C001433_ro_009	uscător material lemnos
C001434_ro_000	manager spălătorie curățătorie chimică
C001434_ro_001	manager curățătorie chimică
C001434_ro_002	manager laundromat
C001434_ro_003	manager spălătorie haine
C001435_ro_000	director bugetar
C001435_ro_001	consultant bugetar
C001435_ro_002	contabil
C001435_ro_003	manager financiar
C001435_ro_004	trezorier
C001436_ro_000	manager securitate aeroportuară
C001436_ro_001	director direcția securitate aeronautică
C001436_ro_002	director direcția securitate aeroportuară
C001436_ro_003	manager securitate operațiuni aeroportuare
C001437_ro_000	șofer autocamion
C001437_ro_001	camionagiu
C001437_ro_002	șofer livrări
C001437_ro_003	șofer mașină de mare tonaj
C001438_ro_000	aranjor/aranjoare
C001438_ro_001	aranjoare
C001438_ro_002	aranjor
C001438_ro_003	orchestrator
C001439_ro_000	tehnician asecare/tehniciană asecare
C001439_ro_001	operatoare asecare
C001439_ro_002	operatoare pompă de epuizment
C001439_ro_003	operator asecare
C001439_ro_004	operator pompă de epuizment
C001439_ro_005	tehnician asecare
C001439_ro_006	tehnician minier
C001439_ro_007	tehniciană asecare
C001440_ro_000	expert în stabilirea parametrilor de performanță pentru sistemele informatice/expertă în stabilirea parametrilor de performanță pentru sistemele informatice
C001440_ro_001	expert în stabilirea parametrilor de performanță pentru sistemele informatice
C001440_ro_002	expertă în stabilirea parametrilor de performanță pentru sistemele informatice
C001440_ro_003	specialist în stabilirea parametrilor de performanță pentru sistemele informatice
C001440_ro_004	specialistă în stabilirea parametrilor de performanță pentru sistemele informatice
C001441_ro_000	director metalurgie
C001441_ro_001	inginer metalurgist
C001441_ro_002	manager metalurgie
C001441_ro_003	metalurgist
C001441_ro_004	metalurgistă
C001441_ro_005	specialist în metalurgie
C001442_ro_000	șef de fermă/șefă de fermă
C001442_ro_001	directoare de fermă
C001442_ro_002	director de fermă
C001442_ro_003	manager de fermă
C001442_ro_004	șef de fermă
C001442_ro_005	șefă de fermă
C001443_ro_000	instructor pentru pregătirea profesională a controlorilor de trafic aerian
C001443_ro_001	instructor OJT
C001443_ro_002	instructor pentru instruire în trafic real
C001444_ro_000	director de producție mase plastice și cauciuc
C001445_ro_000	specialist în configurarea de aplicații informatice/specialistă în configurarea de aplicații informatice
C001445_ro_001	programatoare de aplicații specializată în configurare
C001445_ro_002	programator de aplicații specializat în configurare
C001445_ro_003	specialist în configurarea de aplicații informatice
C001445_ro_004	specialistă în configurarea de aplicații informatice
C001446_ro_000	instructor-formator în tehnologia informației
C001447_ro_000	director bancă cooperatistă
C001447_ro_001	director general adjunct bancă cooperatistă
C001447_ro_002	director general bancă cooperatistă
C001447_ro_003	manager bancă cooperatistă
C001448_ro_000	tehnician de laborator control de calitate în industria pielăriei/tehniciană de laborator control de calitate în industria pielăriei
C001448_ro_001	laborant în industria pielăriei
C001448_ro_002	laborantă în industria pielăriei
