ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
2413.1.1,insurance rating analyst,43-9041.00,Insurance Claims and Policy Processing Clerks
2413.1.2,investment analyst,11-3031.03,Investment Fund Managers
2413.1.2,investment analyst,13-2051.00,Financial and Investment Analysts
2413.1.2,investment analyst,13-2099.01,Financial Quantitative Analysts
2413.1.3,mergers and acquisitions analyst,23-2093.00,"Title Examiners, Abstractors, and Searchers"
2413.1.4,securities analyst,13-2051.00,Financial and Investment Analysts
2413.1.4,securities analyst,13-2054.00,Financial Risk Specialists
2413.1.4,securities analyst,13-2099.01,Financial Quantitative Analysts
2413.2,middle office analyst,13-1111.00,Management Analysts
2413.2,middle office analyst,13-2054.00,Financial Risk Specialists
2421,Management and organisation analysts,13-1051.00,Cost Estimators
2421,Management and organisation analysts,13-1111.00,Management Analysts
2421,Management and organisation analysts,15-2051.01,Business Intelligence Analysts
2421.1,business analyst,13-1082.00,Project Management Specialists
2421.1,business analyst,13-1111.00,Management Analysts
2421.1,business analyst,15-2031.00,Operations Research Analysts
2421.1,business analyst,15-2051.01,Business Intelligence Analysts
2421.1.1,manufacturing cost estimator,13-1051.00,Cost Estimators
2421.2,business consultant,13-1082.00,Project Management Specialists
2421.2,business consultant,15-2031.00,Operations Research Analysts
2421.3,business intelligence manager,15-1243.01,Data Warehousing Specialists
2421.3,business intelligence manager,15-2031.00,Operations Research Analysts
2421.3,business intelligence manager,15-2041.00,Statisticians
2421.3,business intelligence manager,15-2051.01,Business Intelligence Analysts
2421.4,lean manager,13-1082.00,Project Management Specialists
2422,Policy administration professionals,19-2041.01,Climate Change Policy Analysts
2422,Policy administration professionals,21-1091.00,Health Education Specialists
2422,Policy administration professionals,33-3021.06,Intelligence Analysts
2422.1,civil service administrative officer,11-1021.00,General and Operations Managers
2422.1,civil service administrative officer,13-1111.00,Management Analysts
2422.1,civil service administrative officer,43-9061.00,"Office Clerks, General"
2422.10,monitoring and evaluation officer,19-2041.01,Climate Change Policy Analysts
2422.10,monitoring and evaluation officer,19-4061.00,Social Science Research Assistants
2422.11,parliamentary assistant,43-6011.00,Executive Secretaries and Executive Administrative Assistants
2422.12,policy officer,19-1041.00,Epidemiologists
2422.12,policy officer,19-2041.01,Climate Change Policy Analysts
2422.12,policy officer,21-1091.00,Health Education Specialists
2422.12.1,agricultural policy officer,17-2021.00,Agricultural Engineers
2422.12.10,labour market policy officer,13-1041.03,Equal Opportunity Representatives and Officers
2422.12.11,legal policy officer,11-9199.01,Regulatory Affairs Managers
2422.12.11,legal policy officer,11-9199.02,Compliance Managers
2422.12.11,legal policy officer,13-1041.03,Equal Opportunity Representatives and Officers
2422.12.12,public health policy officer,19-1041.00,Epidemiologists
2422.12.12,public health policy officer,21-1091.00,Health Education Specialists
2422.12.13,recreation policy officer,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
2422.12.14,regional development policy officer,19-2041.01,Climate Change Policy Analysts
2422.12.14,regional development policy officer,19-3051.00,Urban and Regional Planners
2422.12.15,social services policy officer,19-3099.00,"Social Scientists and Related Workers, All Other"
2422.12.2,competition policy officer,11-1011.00,Chief Executives
2422.12.2,competition policy officer,19-2041.01,Climate Change Policy Analysts
2422.12.3,cultural policy officer,11-9151.00,Social and Community Service Managers
2422.12.4,education policy officer,19-2041.01,Climate Change Policy Analysts
2422.12.5,environmental policy officer,11-1011.03,Chief Sustainability Officers
2422.12.5,environmental policy officer,11-9121.02,Water Resource Specialists
2422.12.5,environmental policy officer,19-2041.01,Climate Change Policy Analysts
2422.12.5,environmental policy officer,19-3011.01,Environmental Economists
2422.12.6,fiscal affairs policy officer,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents"
2422.12.6,fiscal affairs policy officer,13-2082.00,Tax Preparers
2422.12.6,fiscal affairs policy officer,19-3011.00,Economists
2422.12.7,foreign affairs officer,13-1041.03,Equal Opportunity Representatives and Officers
2422.12.7,foreign affairs officer,13-1111.00,Management Analysts
2422.12.8,housing policy officer,19-2041.01,Climate Change Policy Analysts
2422.12.9,immigration policy officer,13-1041.03,Equal Opportunity Representatives and Officers
2422.12.9,immigration policy officer,19-2041.01,Climate Change Policy Analysts
2422.13,political affairs officer,19-3094.00,Political Scientists
2422.13,political affairs officer,27-3031.00,Public Relations Specialists
2422.14,procurement category specialist,11-3061.00,Purchasing Managers
2422.14,procurement category specialist,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
2422.14,procurement category specialist,43-3061.00,Procurement Clerks
2422.15,public procurement specialist,43-3061.00,Procurement Clerks
2422.16,social service consultant,43-4061.00,"Eligibility Interviewers, Government Programs"
2422.17,sports programme coordinator,11-9072.00,"Entertainment and Recreation Managers, Except Gambling"
2422.17,sports programme coordinator,27-2022.00,Coaches and Scouts
2422.17,sports programme coordinator,39-9032.00,Recreation Workers
2422.18,trade development officer,19-3011.00,Economists
2422.2,community development officer,21-1091.00,Health Education Specialists
2422.3,employment programme coordinator,21-1015.00,Rehabilitation Counselors
2422.4,EU funds manager,11-9199.01,Regulatory Affairs Managers
2422.5,government planning inspector,13-1041.04,Government Property Inspectors and Investigators
2422.5,government planning inspector,19-3051.00,Urban and Regional Planners
2422.6,healthcare consultant,21-1091.00,Health Education Specialists
2422.7,humanitarian advisor,11-9151.00,Social and Community Service Managers
2422.8,intelligence officer,33-3021.06,Intelligence Analysts
2422.8,intelligence officer,33-9021.00,Private Detectives and Investigators
2422.9,international relations officer,11-1011.00,Chief Executives
2422.9,international relations officer,13-1041.03,Equal Opportunity Representatives and Officers
2422.9,international relations officer,13-1111.00,Management Analysts
2423,Personnel and careers professionals,13-1041.03,Equal Opportunity Representatives and Officers
2423,Personnel and careers professionals,13-1071.00,Human Resources Specialists
2423,Personnel and careers professionals,13-1075.00,Labor Relations Specialists
2423,Personnel and careers professionals,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
2423,Personnel and careers professionals,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
2423.1,career guidance advisor,13-1071.00,Human Resources Specialists
2423.1,career guidance advisor,13-2071.00,Credit Counselors
2423.1,career guidance advisor,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
2423.1,career guidance advisor,21-1015.00,Rehabilitation Counselors
2423.2,employment and vocational integration consultant,13-1071.00,Human Resources Specialists
2423.2,employment and vocational integration consultant,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors"
2423.2,employment and vocational integration consultant,21-1015.00,Rehabilitation Counselors
2423.3,human resources officer,11-3111.00,Compensation and Benefits Managers
2423.3,human resources officer,11-3121.00,Human Resources Managers
2423.3,human resources officer,13-1071.00,Human Resources Specialists
2423.3,human resources officer,13-1075.00,Labor Relations Specialists
2423.3,human resources officer,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
2423.3,human resources officer,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
2423.4,labour relations officer,11-3121.00,Human Resources Managers
2423.4,labour relations officer,13-1041.03,Equal Opportunity Representatives and Officers
2423.4,labour relations officer,13-1071.00,Human Resources Specialists
2423.4,labour relations officer,13-1075.00,Labor Relations Specialists
2423.5,occupational analyst,13-1111.00,Management Analysts
2423.5,occupational analyst,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
2423.5,occupational analyst,15-2031.00,Operations Research Analysts
2423.5,occupational analyst,19-3032.00,Industrial-Organizational Psychologists
2423.6,recruitment consultant,13-1071.00,Human Resources Specialists
2424,Training and staff development professionals,11-3131.00,Training and Development Managers
2424,Training and staff development professionals,13-1151.00,Training and Development Specialists
2424.1,business coach,11-3131.00,Training and Development Managers
2424.1,business coach,13-1151.00,Training and Development Specialists
2424.2,corporate trainer,11-3131.00,Training and Development Managers
2424.2,corporate trainer,13-1151.00,Training and Development Specialists
2424.3,corporate training manager,11-3131.00,Training and Development Managers
2424.3,corporate training manager,13-1151.00,Training and Development Specialists
2431,Advertising and marketing professionals,13-1161.00,Market Research Analysts and Marketing Specialists
2431,Advertising and marketing professionals,13-1199.06,Online Merchants
2431.1,advertising copywriter,27-3043.00,Writers and Authors
2431.1,advertising copywriter,27-3043.05,"Poets, Lyricists and Creative Writers"
2431.10,marketing consultant,11-2011.00,Advertising and Promotions Managers
2431.10,marketing consultant,11-2021.00,Marketing Managers
2431.10,marketing consultant,13-1161.00,Market Research Analysts and Marketing Specialists
2431.10,marketing consultant,13-1161.01,Search Marketing Strategists
2431.10.1,advertising media planner,11-2011.00,Advertising and Promotions Managers
2431.10.1,advertising media planner,11-2032.00,Public Relations Managers
2431.10.2,eBusiness manager,13-1199.06,Online Merchants
2431.10.3,marketing assistant,11-2021.00,Marketing Managers
2431.10.3,marketing assistant,13-1161.00,Market Research Analysts and Marketing Specialists
2431.10.4,online marketer,13-1161.01,Search Marketing Strategists
2431.10.4,online marketer,13-1199.06,Online Merchants
2431.11,market research analyst,13-1161.00,Market Research Analysts and Marketing Specialists
2431.11,market research analyst,13-1161.01,Search Marketing Strategists
2431.11,market research analyst,15-2051.01,Business Intelligence Analysts
2431.11,market research analyst,19-3022.00,Survey Researchers
2431.12,membership manager,11-2021.00,Marketing Managers
2431.12,membership manager,11-3012.00,Administrative Services Managers
2431.13,network marketer,11-2021.00,Marketing Managers
2431.13,network marketer,13-1161.00,Market Research Analysts and Marketing Specialists
2431.13,network marketer,13-1161.01,Search Marketing Strategists
2431.14,pricing specialist,13-1161.00,Market Research Analysts and Marketing Specialists
2431.15,product and services manager,11-9199.00,"Managers, All Other"
2431.16,promotion assistant,13-1121.00,"Meeting, Convention, and Event Planners"
2431.2,advertising media buyer,11-2011.00,Advertising and Promotions Managers
2431.2,advertising media buyer,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
2431.3,advertising specialist,11-2011.00,Advertising and Promotions Managers
2431.3,advertising specialist,11-2032.00,Public Relations Managers
2431.3,advertising specialist,13-1161.00,Market Research Analysts and Marketing Specialists
2431.3,advertising specialist,13-1161.01,Search Marketing Strategists
2431.4,brand manager,11-2011.00,Advertising and Promotions Managers
2431.4,brand manager,11-2021.00,Marketing Managers
