C000001_pt_000	Profissões militares
C000911_pt_000	Montador de munições/ Montadora de munições
C000911_pt_001	Montador de munições
C000911_pt_002	Montadora de munições
C000912_pt_000	Operador de máquina de gravar/Operadora de máquina de gravar
C000912_pt_001	Operador de máquina de gravar
C000912_pt_002	Operadora de máquina de gravar
C000913_pt_000	Técnico de proteção radiológica/Técnica de proteção radiológica
C000913_pt_001	Técnica de proteção radiológica
C000913_pt_002	Técnico de proteção radiológica
C000914_pt_000	Desenvolvedor de jogos de fortuna e azar, de apostas e de lotaria/Desenvolvedora de jogos de fortuna e azar, de apostas e de lotaria
C000914_pt_001	Desenvolvedor de jogos
C000914_pt_002	Desenvolvedor de jogos de fortuna e azar
C000914_pt_003	Desenvolvedor de jogos de fortuna e azar, de apostas e de lotaria
C000914_pt_004	Desenvolvedor de jogos de lotaria
C000914_pt_005	Desenvolvedora de jogos
C000914_pt_006	Desenvolvedora de jogos de fortuna e azar
C000914_pt_007	Desenvolvedora de jogos de fortuna e azar, de apostas e de lotaria
C000914_pt_008	Desenvolvedora de jogos de lotaria
C000914_pt_009	Designer de jogos de apostas
C000914_pt_010	Designer de jogos de fortuna e azar
C000914_pt_011	Designer de jogos de lotaria
C000914_pt_012	Produtor de jogos de apostas
C000914_pt_013	Produtor de jogos de fortuna e azar
C000914_pt_014	Produtor de jogos de lotaria
C000914_pt_015	Produtora de jogos de apostas
C000914_pt_016	Produtora de jogos de lotaria
C000915_pt_000	Consultor na área da ação social/Consultora na área da ação social
C000915_pt_001	Consultor na área da ação social
C000915_pt_002	Consultora na área da ação social
C000916_pt_000	Coordenador de montagem de máquinas/Coordenadora de montagem de máquinas
C000916_pt_001	Coordenador de montagem de máquinas
C000916_pt_002	Coordenadora de montagem de máquinas
C000917_pt_000	Coreógrafo/Coreógrafa
C000917_pt_001	Coreógrafa
C000917_pt_002	Coreógrafo
C000918_pt_000	Operador de máquina de corte por eletroerosão /Operadora de máquina de corte por eletroerosão
C000918_pt_001	Operador de máquina de corte por eletroerosão
C000918_pt_002	Operadora de máquina de corte por eletroerosão
C000919_pt_000	Técnico de tricotagem têxtil/ Técnica de tricotagem têxtil
C000919_pt_001	Técnica de tricotagem têxtil
C000919_pt_002	Técnico de tricotagem têxtil
C000920_pt_000	Supervisor de revestimento/Supervisora de revestimento
C000920_pt_001	Supervisor de revestimento
C000920_pt_002	Supervisora de revestimento
C000921_pt_000	Analista especialista em Fusões e Aquisições
C000922_pt_000	Marinheiro de convés de navio pesqueiro/ Marinheira de convés de navio pesqueiro
C000922_pt_001	Marinheira de convés de navio pesqueiro
C000922_pt_002	Marinheiro de convés de navio pesqueiro
C000923_pt_000	Enfermeiro especialista/Enfermeira especialista
C000923_pt_001	Enfermeira especialista
C000923_pt_002	Enfermeira especialista em enfermagem comunitária
C000923_pt_003	Enfermeira especialista em enfermagem médico-cirúrgica
C000923_pt_004	Enfermeira especialista em reabilitação
C000923_pt_005	Enfermeira especialista em saúde infantil e pediátrica
C000923_pt_006	Enfermeira especialista em saúde mental e psiquiátrica
C000923_pt_007	Enfermeiro especialista
C000923_pt_008	Enfermeiro especialista em enfermagem comunitária
C000923_pt_009	Enfermeiro especialista em enfermagem médico-cirúrgica
C000923_pt_010	Enfermeiro especialista em reabilitação
C000923_pt_011	Enfermeiro especialista em saúde infantil e pediátrica
C000923_pt_012	Enfermeiro especialista em saúde mental e psiquiátrica
C000924_pt_000	Montador de andaimes/Montadora de andaimes
C000924_pt_001	Montador de andaimes
C000924_pt_002	Montadora de andaimes
C000925_pt_000	Supervisor de colocação de papel de parede/Supervisora de colocação de papel de parede
C000925_pt_001	Supervisora de colocação de papel de parede
C000926_pt_000	Embaixador/Embaixadora
C000926_pt_001	Adida
C000926_pt_002	Adido
C000926_pt_003	Conselheira
C000926_pt_004	Conselheiro
C000926_pt_005	Cônsul
C000926_pt_006	Diplomata
C000926_pt_007	Embaixador não-residente
C000926_pt_008	Embaixador residente
C000926_pt_009	Embaixadora
C000926_pt_010	Embaixadora não-residente
C000926_pt_011	Embaixadora residente
C000926_pt_012	Enbaixador
C000926_pt_013	Ministra Plenipotenciária
C000926_pt_014	Ministro Plenipotenciário
C000926_pt_015	Núncio Apostólico
C000926_pt_016	Secretária
C000926_pt_017	Secretário
C000927_pt_000	Modelista de vestuário-CAD
C000928_pt_000	Massagista
C000928_pt_001	Massagista de estética
C000928_pt_002	Técnica de massoterapia
C000928_pt_003	Técnico de massoterapia
C000929_pt_000	Operador de câmaras de secagem de material pirotécnico/ Operadora de câmaras de secagem de material pirotécnico
C000929_pt_001	Operador de câmaras de secagem de material pirotécnico
C000929_pt_002	Operadora de câmaras de secagem de material pirotécnico
C000930_pt_000	Gerente de loja de eletrodomésticos
C000931_pt_000	Fabricante de cravos
C000932_pt_000	Operador de montagem de estruturas em altura/Operadora de montagem de estruturas em altura
C000932_pt_001	Operador de montagem de estruturas em altura
C000932_pt_002	Operadora de montagem de estruturas em altura
C000933_pt_000	Estudioso dos meios de comunicação/Estudiosa dos meios de comunicação
C000933_pt_001	Estudiosa dos meios de comunicação
C000933_pt_002	Estudioso dos meios de comunicação
C000934_pt_000	Assistente social em contexto escolar
C000935_pt_000	Tradutor/Tradutora
C000935_pt_001	Coordenador linguístico
C000935_pt_002	Coordenadora linguística
C000935_pt_003	Tradutor
C000935_pt_004	Tradutor científico
C000935_pt_005	Tradutor juramentado
C000935_pt_006	Tradutor literário
C000935_pt_007	Tradutor técnico
C000935_pt_008	Tradutor-revisor
C000935_pt_009	Tradutora
C000935_pt_010	Tradutora científica
C000935_pt_011	Tradutora juramentada
C000935_pt_012	Tradutora literária
C000935_pt_013	Tradutora técnica
C000935_pt_014	Tradutora-revisora
C000936_pt_000	Técnico de montagem de caldeiras e similares/Técnica de montagem de caldeiras e similares
C000936_pt_001	Técnica de montagem de caldeiras e similares
C000936_pt_002	Técnico de montagem de caldeiras e similares
C000937_pt_000	Consultor de Serviços Sociais/Consultora de Serviços Sociais
C000937_pt_001	Assistente social
C000937_pt_002	Consultor de Serviços Sociais
C000937_pt_003	Consultora de Serviços Sociais
C000938_pt_000	Montador de mecatrónica/ Montadora de mecatrónica
C000938_pt_001	Montador de mecatrónica
C000938_pt_002	Montadora de mecatrónica
C000939_pt_000	Realizador/Realizadora
C000939_pt_001	Realizador
C000939_pt_002	Realizador de TV
C000939_pt_003	Realizador de cinema
C000939_pt_004	Realizadora
C000939_pt_005	Realizadora de TV
C000939_pt_006	Realizadora de cinema
C000940_pt_000	Consultor de crédito/Consultora de crédito
C000940_pt_001	Consultor de crédito
C000940_pt_002	Consultora de crédito
C000941_pt_000	Empregado de limpeza de instalações sanitárias/Empregada de limpeza de instalações sanitárias
C000941_pt_001	Empregada de limpeza de instalações sanitárias
C000941_pt_002	Empregado de limpeza de instalações sanitárias
C000942_pt_000	Técnico de reparação de relojoaria/Técnica de reparação de relojoaria
C000942_pt_001	Reparador de relógios
C000942_pt_002	Reparadora de relógios
C000942_pt_003	Técnica de reparação de relojoaria
C000942_pt_004	Técnico de reparação de relojoaria
C000943_pt_000	Trabalhador hortícola/Trabalhadora hortícola
C000943_pt_001	Operária hortícola
C000943_pt_002	Operário hortícola
C000943_pt_003	Trabalhador de cultivos hortícolas
C000943_pt_004	Trabalhador de produção hortícola
C000943_pt_005	Trabalhador hortícola
C000943_pt_006	Trabalhadora de cultivos hortícolas
C000943_pt_007	Trabalhadora de produção hortícola
C000943_pt_008	Trabalhadora hortícola
C000944_pt_000	Diretor de cena/Diretora de cena
C000944_pt_001	Diretor de cena
C000944_pt_002	Diretora de cena
C000945_pt_000	Padeiro/Padeira
C000945_pt_001	Chefe de fabrico de padaria
C000945_pt_002	Fabricante de pão
C000945_pt_003	Padeira
C000945_pt_004	Padeiro
C000945_pt_005	Vendedor de pão
C000945_pt_006	Vendedora de pão
C000946_pt_000	Operador de sistemas de tratamento de água/Operadora de sistemas de tratamento de água
C000946_pt_001	Operador de sistemas de tratamento de água
C000946_pt_002	Operadora de sistemas de tratamento de água
C000947_pt_000	Professor de Ciências do ensino secundário/Professora de Ciências do ensino secundário
C000947_pt_001	Professor de Ciências do ensino secundário
C000947_pt_002	Professora de Ciências do ensino secundário
C000948_pt_000	Auditor financeiro/Auditora financeira
C000948_pt_001	Auditor
C000948_pt_002	Auditor externo
C000948_pt_003	Auditor financeiro
C000948_pt_004	Auditora
C000948_pt_005	Auditora externa
C000948_pt_006	Auditora financeira
C000948_pt_007	Técnica de auditora interna
C000948_pt_008	Técnico de auditora interna
C000949_pt_000	Concierge de hotel
C000949_pt_001	Assistente de serviço
C000949_pt_002	Concierge
C000950_pt_000	Especialista no desenvolvimento de produtos químicos
C000950_pt_001	Especialista no desenvolvimento de fórmulas químicas
C000951_pt_000	Gestor de eventos/Gestora de eventos
C000952_pt_000	Gerente de loja de artigos médicos
C000952_pt_001	Diretor técnico de farmácia
C000952_pt_002	Diretora técnica de farmácia
C000952_pt_003	Gerente de drogaria
C000952_pt_004	Gerente de farmácia
C000952_pt_005	Gerente de parafarmácia
C000953_pt_000	Inspetor de saúde e segurança no setor dos transportes/Inspetora de saúde e segurança no setor dos transportes
C000953_pt_001	Inspetor de saúde e segurança no setor dos transportes
C000953_pt_002	Inspetora de saúde e segurança no setor dos transportes
C000954_pt_000	Operador de estação de incineração de resíduos líquidos/Operadora de estação de incineração de resíduos líquidos
C000954_pt_001	Operador de estação de incineração de resíduos líquidos
C000954_pt_002	Operadora de estação de incineração de resíduos líquidos
C000955_pt_000	Operador de máquinas do fabrico de calçado/Operadora de máquinas do fabrico de calçado
C000955_pt_001	Operador de máquinas do fabrico de calçado
C000955_pt_002	Operadora de máquinas do fabrico de calçado
C000956_pt_000	Técnico de produção agrícola/Técnica de produção agrícola
C000956_pt_001	Jornaleira
C000956_pt_002	Jornaleiro
C000956_pt_003	Trabalhador agrícola
C000956_pt_004	Trabalhador de produção agrícola
C000956_pt_005	Trabalhadora agrícola
C000956_pt_006	Trabalhadora de produção agrícola
C000956_pt_007	Técnica de produção agrícola
C000956_pt_008	Técnico de produção agrícola
C000957_pt_000	Técnico de acabamento têxtil/ Técnica de acabamento têxtil
C000957_pt_001	Técnica de acabamento têxtil
C000957_pt_002	Técnico de acabamento têxtil
C000958_pt_000	Operador de máquinas agrícolas/Operadora de máquinas agrícolas
C000958_pt_001	Operador de maquinaria terrestre
C000958_pt_002	Operador de máquinas agrícolas
C000958_pt_003	Operadora de maquinaria terrestre
C000958_pt_004	Operadora de máquinas agrícolas
C000958_pt_005	Operária de maquinaria agrícola
C000958_pt_006	Operário de maquinaria agrícola
C000959_pt_000	Ilustrador/Ilustradora
C000959_pt_001	Ilustrador
C000959_pt_002	Ilustradora
C000960_pt_000	Engenheiro de energia eólica/Engenheira de energia eólica
C000960_pt_001	Engenheira de energia eólica
C000960_pt_002	Engenheira especialista em energia eólica
C000960_pt_003	Engenheiro de energia eólica
C000960_pt_004	Engenheiro especialista em energia eólica
C000961_pt_000	Operador de veículos de combate a incêndio/Operadora de veículos de combate a incêndio
C000961_pt_001	Operador de veículos de combate a incêndio
C000961_pt_002	Operadora de veículos de combate a incêndio
C000962_pt_000	Ator substituto/ Atriz substituta
C000962_pt_001	Ator substituto
C000962_pt_002	Atriz substituta
C000962_pt_003	Stand-in
C000963_pt_000	Professor de Ciências de Enfermagem/Professora de Ciências de Enfermagem
C000963_pt_001	Professor de Ciências de Enfermagem
C000963_pt_002	Professor universitário de Ciências de Enfermagem
C000963_pt_003	Professora de Ciências de Enfermagem
C000963_pt_004	Professora universitária de Ciências de Enfermagem
C000964_pt_000	Operador de limpa-neves/Operadora de limpa-neves
C000964_pt_001	Operador de limpa-neves
C000964_pt_002	Operadora de limpa-neves
C000965_pt_000	Engenheiro geólogo/Engenheira geóloga
C000965_pt_001	Analista de solos
C000965_pt_002	Engenheira geóloga
C000965_pt_003	Engenheiro geólogo
C000966_pt_000	Agricultor criador/Agricultora criadora
C000966_pt_001	Agricultor criador
C000966_pt_002	Agricultora criadora
C000966_pt_003	Pequena agricultora
C000966_pt_004	Pequeno agricultor
C000967_pt_000	Inspetor de equipamento elétrico/Inspetora de equipamento elétrico
C000967_pt_001	Inspetor de equipamento elétrico
C000967_pt_002	Inspetora de equipamento elétrico
C000968_pt_000	Engenheiro de equipamentos/Engenheira de equipamentos
C000968_pt_001	Engenheira de equipamentos
C000968_pt_002	Engenheiro de equipamentos
C000969_pt_000	Operador de polidoras de tambor/ Operadora de polidoras de tambor
C000969_pt_001	Operador de polidoras de tambor
C000969_pt_002	Operadora de polidoras de tambor
C000970_pt_000	Meteorologista
C000970_pt_001	Investigador em meteorologia
C000970_pt_002	Investigadora em meteorologia
